,ident,grp,col,country,cid,name,Unnamed: 0,Unnamed: 0.1,MEP.ID,FullName,Country,Party,EPG,correctYea,wrongYea,wrongNay,correctNay,GMP,CC,coord1D,coord2D,se1D,se2D,corr.1,lastname,firstname
0,96866,S_D,#FF0000,Italy,ITA,salvatore_caronna,100.0,"CARONNA, Salvatore",101.0,"CARONNA, Salvatore",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3992.0,142.0,157.0,1617.0,0.8746875524520871,0.949390656736628,-0.19293910264968894,-0.247000008821487,0.0,0.0,0.0,CARONNA,Salvatore
1,28377,S_D,#FF0000,Poland,POL,lidia_joanna_geringer_de_oedenberg,225.0,"GERINGER de OEDENBERG, Lidia Joanna",226.0,"GERINGER de OEDENBERG, Lidia Joanna",Poland,Sojusz Lewicy Demokratycznej,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4111.0,248.0,175.0,1652.0,0.8210852742195129,0.931619786614937,-0.168150007724762,-0.288408637046814,0.0,0.0,0.0,GERINGER de OEDENBERG,Lidia Joanna
2,28400,EPP,#80BFFF,Spain,ESP,francisco_josé_millán_mon,453.0,"MILLÁN MON, Francisco José",454.0,"MILLÁN MON, Francisco José",Spain,Partido Popular,Group of the European People's Party (Christian Democrats),3496.0,152.0,84.0,2177.0,0.8893440365791321,0.960060924014216,-0.0102399177849293,-0.9999476671218872,0.0,0.0,0.0,MILLÁN MON,Francisco José
3,28514,EUL_NGL,#990000,Cyprus,CYP,kyriacos_triantaphyllides,666.0,"TRIANTAPHYLLIDES, Kyriacos",667.0,"TRIANTAPHYLLIDES, Kyriacos",Cyprus,Progressive Party of Working People - Left - New Forces,Confederal Group of the European United Left - Nordic Green Left,2557.0,1030.0,406.0,1030.0,0.6230209469795229,0.7141150706748951,-0.941405057907104,0.172707825899124,0.0,0.0,0.0,TRIANTAPHYLLIDES,Kyriacos
4,96978,EPP,#80BFFF,Portugal,PRT,nuno_melo,441.0,"MELO, Nuno",442.0,"MELO, Nuno",Portugal,Partido Popular,Group of the European People's Party (Christian Democrats),2971.0,91.0,142.0,1841.0,0.878657877445221,0.9538156590683852,-0.0180355217307806,-0.9998373985290532,0.0,0.0,0.0,MELO,Nuno
5,1945,EPP,#80BFFF,Italy,ITA,salvatore_tatarella,646.0,"TATARELLA, Salvatore",647.0,"TATARELLA, Salvatore",Italy,Futuro e Libertà per l'Italia,Group of the European People's Party (Christian Democrats),2594.0,82.0,109.0,1457.0,0.875517547130585,0.954974068835455,-0.0178550127893686,-0.9295830130577092,0.0,0.0,0.0,TATARELLA,Salvatore
6,1956,EFD,#FF9900,Belgium,BEL,frank_vanhecke,684.0,"VANHECKE, Frank",685.0,"VANHECKE, Frank",Belgium,Onafhankelijk,Europe of freedom and democracy Group,1311.0,461.0,698.0,1428.0,0.525681972503662,0.702668034889687,0.110747560858727,0.402419239282608,0.0,0.0,0.0,VANHECKE,Frank
7,96812,S_D,#FF0000,Spain,ESP,juan_fernando_lópez_aguilar,397.0,"LÓPEZ AGUILAR, Juan Fernando",398.0,"LÓPEZ AGUILAR, Juan Fernando",Spain,Partido Socialista Obrero Español,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3722.0,156.0,224.0,1431.0,0.8452250957489009,0.931321163925538,-0.190625250339508,-0.28259637951850897,0.0,0.0,0.0,LÓPEZ AGUILAR,Juan Fernando
8,96737,G_EFA,#009900,France,FRA,nicole_kiil-nielsen,342.0,"KIIL-NIELSEN, Nicole",343.0,"KIIL-NIELSEN, Nicole",France,Europe Écologie,Group of the Greens/European Free Alliance,3956.0,236.0,160.0,1566.0,0.84377247095108,0.933085501858736,-0.384949594736099,0.7973162531852719,0.0,0.0,0.0,KIIL-NIELSEN,Nicole
9,97020,S_D,#FF0000,Italy,ITA,guido_milana,452.0,"MILANA, Guido",453.0,"MILANA, Guido",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3324.0,109.0,169.0,1361.0,0.8588199019432071,0.9439854926455772,-0.19253222644329104,-0.22763992846012104,0.0,0.0,0.0,MILANA,Guido
10,1906,S_D,#FF0000,Germany,DEU,bernhard_rapkay,534.0,"RAPKAY, Bernhard",535.0,"RAPKAY, Bernhard",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3964.0,149.0,139.0,1575.0,0.884529411792755,0.95057490990218,-0.20012302696704895,-0.11868754774332,0.0,0.0,0.0,RAPKAY,Bernhard
11,96716,S_D,#FF0000,CzechRepublic,CZE,zuzana_brzobohatá,85.0,"BRZOBOHATÁ, Zuzana",86.0,"BRZOBOHATÁ, Zuzana",Czech Republic,Česká strana sociálně demokratická,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4096.0,125.0,114.0,1695.0,0.8846349120140079,0.960364842454395,-0.193907350301743,-0.248256757855415,0.0,0.0,0.0,BRZOBOHATÁ,Zuzana
12,110987,EPP,#80BFFF,Italy,ITA,gino_trematerra,784.0,"TREMATERRA, Gino",785.0,"TREMATERRA, Gino",Italy,Unione dei Democratici cristiani e dei Democratici di Centro,Group of the European People's Party (Christian Democrats),1041.0,34.0,25.0,548.0,0.9018578529357908,0.964199029126214,-0.0250674858689308,-0.976405322551727,0.0,0.0,0.0,TREMATERRA,Gino
13,28330,EUL_NGL,#990000,CzechRepublic,CZE,vladimír_remek,538.0,"REMEK, Vladimír",539.0,"REMEK, Vladimír",Czech Republic,Komunistická strana Čech a Moravy,Confederal Group of the European United Left - Nordic Green Left,1742.0,572.0,424.0,685.0,0.455484092235565,0.7090271691498691,-0.24147728085517894,0.927177250385284,0.0,0.0,0.0,REMEK,Vladimír
14,96834,EPP,#80BFFF,Bulgaria,BGR,iliana_ivanova,305.0,"IVANOVA, Iliana",306.0,"IVANOVA, Iliana",Bulgaria,Citizens for European Development of Bulgaria,Group of the European People's Party (Christian Democrats),1691.0,41.0,63.0,1076.0,0.903375685214996,0.963775687913619,-0.0124759925529361,-0.9151286482810972,0.0,0.0,0.0,IVANOVA,Iliana
15,96699,G_EFA,#009900,France,FRA,jean-paul_besset,58.0,"BESSET, Jean-Paul",59.0,"BESSET, Jean-Paul",France,Europe Écologie,Group of the Greens/European Free Alliance,3445.0,207.0,142.0,1383.0,0.841218769550323,0.932586440023179,-0.386192739009857,0.780640065670013,0.0,0.0,0.0,BESSET,Jean-Paul
16,96833,S_D,#FF0000,Germany,DEU,jens_geier,223.0,"GEIER, Jens",224.0,"GEIER, Jens",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3990.0,208.0,145.0,1645.0,0.8690732717514041,0.941048764195057,-0.206996515393257,-0.0449686646461487,0.0,0.0,0.0,GEIER,Jens
17,28295,S_D,#FF0000,Spain,ESP,antolín_sánchez_presedo,566.0,"SÁNCHEZ PRESEDO, Antolín",567.0,"SÁNCHEZ PRESEDO, Antolín",Spain,Partido Socialista Obrero Español,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4065.0,177.0,199.0,1526.0,0.85346257686615,0.936986760516172,-0.18923118710517894,-0.32916739583015403,0.0,0.0,0.0,SÁNCHEZ PRESEDO,Antolín
18,96777,EPP,#80BFFF,Poland,POL,paweł_zalewski,724.0,"ZALEWSKI, Paweł",725.0,"ZALEWSKI, Paweł",Poland,Platforma Obywatelska,Group of the European People's Party (Christian Democrats),3111.0,212.0,149.0,1895.0,0.84263402223587,0.932737097074716,-0.0024216859601438,-0.856285333633423,0.0,0.0,0.0,ZALEWSKI,Paweł
19,96848,EPP,#80BFFF,Bulgaria,BGR,mariya_gabriel,467.0,"GABRIEL, Mariya",468.0,"GABRIEL, Mariya",Bulgaria,Citizens for European Development of Bulgaria,Group of the European People's Party (Christian Democrats),3676.0,103.0,103.0,2187.0,0.903462052345276,0.96605701103971,-0.0204000305384398,-0.939641535282135,0.0,0.0,0.0,GABRIEL,Mariya
20,96931,EPP,#80BFFF,France,FRA,maurice_ponga,520.0,"PONGA, Maurice",521.0,"PONGA, Maurice",France,Union pour un Mouvement Populaire,Group of the European People's Party (Christian Democrats),3146.0,125.0,145.0,1813.0,0.877619862556458,0.9483648881239242,-0.0281890798360109,-0.902069091796875,0.0,0.0,0.0,PONGA,Maurice
21,116823,S_D,#FF0000,Italy,ITA,francesca_barracciu,813.0,"BARRACCIU, Francesca",814.0,"BARRACCIU, Francesca",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,884.0,34.0,30.0,312.0,0.8461748361587521,0.949206349206349,-0.182509183883667,-0.27571025490760803,0.0,0.0,0.0,BARRACCIU,Francesca
22,34231,S_D,#FF0000,Bulgaria,BGR,evgeni_kirilov,343.0,"KIRILOV, Evgeni",344.0,"KIRILOV, Evgeni",Bulgaria,Coalition for Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3991.0,138.0,165.0,1575.0,0.861999869346619,0.9483728062702328,-0.186717703938484,-0.282886564731598,0.0,0.0,0.0,KIRILOV,Evgeni
23,96908,EPP,#80BFFF,France,FRA,gaston_franco,211.0,"FRANCO, Gaston",212.0,"FRANCO, Gaston",France,Union pour un Mouvement Populaire,Group of the European People's Party (Christian Democrats),2543.0,92.0,117.0,1586.0,0.877155959606171,0.9518211157215308,-0.0184355359524488,-0.95217764377594,0.0,0.0,0.0,FRANCO,Gaston
24,115868,NI,#DDDDDD,Netherlands,NLD,patricia_van_der_kammen,810.0,"KAMMEN, Patricia van der",811.0,"KAMMEN, Patricia van der",Netherlands,Partij voor de Vrijheid,Non-attached Members,291.0,341.0,168.0,1854.0,0.677083313465118,0.8082140165787489,0.847679376602173,0.500088810920715,0.0,0.0,0.0,KAMMEN,Patricia van der
25,111823,G_EFA,#009900,Greece,GRC,nikos_chrysogelos,792.0,"CHRYSOGELOS, Nikos",793.0,"CHRYSOGELOS, Nikos",Greece,Ecologist Greens,Group of the Greens/European Free Alliance,2276.0,133.0,82.0,899.0,0.841932117938995,0.9365781710914448,-0.391119390726089,0.7578783631324771,0.0,0.0,0.0,CHRYSOGELOS,Nikos
26,119435,EPP,#80BFFF,Croatia,HRV,davor_ivo_stier,833.0,"STIER, Davor Ivo",834.0,"STIER, Davor Ivo",Croatia,Hrvatska demokratska zajednica,Group of the European People's Party (Christian Democrats),1264.0,55.0,17.0,752.0,0.914799571037292,0.96551724137931,-0.0125591065734625,-0.999921143054962,0.0,0.0,0.0,STIER,Davor Ivo
27,96794,EPP,#80BFFF,Poland,POL,sławomir_nitras,477.0,"NITRAS, Sławomir",478.0,"NITRAS, Sławomir",Poland,Platforma Obywatelska,Group of the European People's Party (Christian Democrats),3124.0,199.0,135.0,1969.0,0.8522154688835141,0.9384558688041272,-0.00249286089092493,-0.784249126911163,0.0,0.0,0.0,NITRAS,Sławomir
28,1873,EPP,#80BFFF,Spain,ESP,íñigo_méndez_de_vigo,442.0,"MÉNDEZ DE VIGO, Íñigo",443.0,"MÉNDEZ DE VIGO, Íñigo",Spain,Partido Popular,Group of the European People's Party (Christian Democrats),920.0,26.0,33.0,505.0,0.901001632213593,0.960242587601078,-0.0093720518052578,-0.999956130981445,0.0,0.0,0.0,MÉNDEZ DE VIGO,Íñigo
29,107977,S_D,#FF0000,Greece,GRC,dimitrios_droutsas,762.0,"DROUTSAS, Dimitrios",763.0,"DROUTSAS, Dimitrios",Greece,Panhellenic Socialist Movement,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1656.0,66.0,57.0,729.0,0.8570316433906559,0.9509569377990428,-0.18816904723644295,-0.265169739723206,0.0,0.0,0.0,DROUTSAS,Dimitrios
30,28299,EPP,#80BFFF,Poland,POL,bogusław_sonik,611.0,"SONIK, Bogusław",612.0,"SONIK, Bogusław",Poland,Platforma Obywatelska,Group of the European People's Party (Christian Democrats),3336.0,192.0,101.0,2094.0,0.871259689331055,0.948803075310152,-0.0082013551145792,-0.999966442584991,0.0,0.0,0.0,SONIK,Bogusław
31,96730,G_EFA,#009900,Germany,DEU,sven_giegold,227.0,"GIEGOLD, Sven",228.0,"GIEGOLD, Sven",Germany,Bündnis 90/Die Grünen,Group of the Greens/European Free Alliance,3961.0,231.0,164.0,1517.0,0.84074592590332,0.932743061467734,-0.376677483320236,0.796611368656158,0.0,0.0,0.0,GIEGOLD,Sven
32,28340,S_D,#FF0000,Italy,ITA,patrizia_toia,658.0,"TOIA, Patrizia",659.0,"TOIA, Patrizia",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3500.0,93.0,167.0,1247.0,0.863932728767395,0.9480726982224892,-0.199738308787346,-0.194184869527817,0.0,0.0,0.0,TOIA,Patrizia
33,96847,S_D,#FF0000,Romania,ROU,claudiu_ciprian_tănăsescu,642.0,"TĂNĂSESCU, Claudiu Ciprian",643.0,"TĂNĂSESCU, Claudiu Ciprian",Romania,Partidul Social Democrat,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4050.0,202.0,264.0,1520.0,0.8146624565124508,0.922796554009278,-0.167681261897087,-0.28352388739585904,0.0,0.0,0.0,TĂNĂSESCU,Claudiu Ciprian
34,1403,S_D,#FF0000,UnitedKingdom,GBR,david_martin,423.0,"MARTIN, David",424.0,"MARTIN, David",United Kingdom,Labour Party,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3791.0,378.0,254.0,1429.0,0.7638283371925351,0.8920027341079971,-0.18396967649459806,0.23369064927101105,0.0,0.0,0.0,MARTIN,David
35,4466,EUL_NGL,#990000,Portugal,PRT,ilda_figueiredo,199.0,"FIGUEIREDO, Ilda",200.0,"FIGUEIREDO, Ilda",Portugal,Coligação Democrática Unitária (PCP-PEV),Confederal Group of the European United Left - Nordic Green Left,916.0,301.0,145.0,378.0,0.666395962238312,0.7436781609195401,-0.8844763040542599,0.465296149253845,0.0,0.0,0.0,FIGUEIREDO,Ilda
36,4262,S_D,#FF0000,Germany,DEU,jo_leinen,383.0,"LEINEN, Jo",384.0,"LEINEN, Jo",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3842.0,185.0,195.0,1515.0,0.851504564285278,0.9337632909185992,-0.208191335201263,-0.0352444015443325,0.0,0.0,0.0,LEINEN,Jo
37,28390,EPP,#80BFFF,Spain,ESP,pilar_del_castillo_vera,107.0,"CASTILLO VERA, Pilar del",108.0,"CASTILLO VERA, Pilar del",Spain,Partido Popular,Group of the European People's Party (Christian Democrats),2970.0,175.0,130.0,1838.0,0.8422005176544191,0.940348132212009,-0.014355793595314,-0.863841533660889,0.0,0.0,0.0,CASTILLO VERA,Pilar del
38,96842,S_D,#FF0000,Germany,DEU,ismail_ertug,183.0,"ERTUG, Ismail",184.0,"ERTUG, Ismail",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3791.0,202.0,173.0,1534.0,0.8519304990768429,0.934210526315789,-0.20999702811241105,-0.0466223731637001,0.0,0.0,0.0,ERTUG,Ismail
39,97129,ALDE,#FFFF00,Italy,ITA,luigi_de_magistris,155.0,"de MAGISTRIS, Luigi",156.0,"de MAGISTRIS, Luigi",Italy,Independent,Group of the Alliance of Liberals and Democrats for Europe,670.0,63.0,85.0,276.0,0.7489184737205509,0.8647166361974409,-0.222030684351921,0.558556318283081,0.0,0.0,0.0,de MAGISTRIS,Luigi
40,93624,S_D,#FF0000,Germany,DEU,ulrike_rodust,548.0,"RODUST, Ulrike",549.0,"RODUST, Ulrike",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4051.0,217.0,178.0,1662.0,0.8599954843521121,0.935330713817944,-0.20663681626319896,-0.0494331568479538,0.0,0.0,0.0,RODUST,Ulrike
41,28422,EPP,#80BFFF,Italy,ITA,alfredo_antoniozzi,17.0,"ANTONIOZZI, Alfredo",18.0,"ANTONIOZZI, Alfredo",Italy,Nuovo Centrodestra,Group of the European People's Party (Christian Democrats),2302.0,53.0,72.0,1349.0,0.898646354675293,0.966896186440678,-0.0130735617130995,-0.999914526939392,0.0,0.0,0.0,ANTONIOZZI,Alfredo
42,4335,ALDE,#FFFF00,France,FRA,marielle_de_sarnez,158.0,"SARNEZ, Marielle de",159.0,"SARNEZ, Marielle de",France,Mouvement Démocrate,Group of the Alliance of Liberals and Democrats for Europe,3307.0,360.0,297.0,1241.0,0.7701456546783451,0.8737752161383291,-0.131942719221115,0.0760694891214371,0.0,0.0,0.0,SARNEZ,Marielle de
43,97203,ALDE,#FFFF00,Spain,ESP,ramon_tremosa_i_balcells,665.0,"TREMOSA i BALCELLS, Ramon",666.0,"TREMOSA i BALCELLS, Ramon",Spain,Convergència Democràtica de Catalunya,Group of the Alliance of Liberals and Democrats for Europe,3586.0,389.0,342.0,1541.0,0.7561814785003659,0.8752133834073059,-0.101265385746956,0.283513575792313,0.0,0.0,0.0,TREMOSA i BALCELLS,Ramon
44,97968,EPP,#80BFFF,Bulgaria,BGR,andrey_kovatchev,737.0,"KOVATCHEV, Andrey",738.0,"KOVATCHEV, Andrey",Bulgaria,Citizens for European Development of Bulgaria,Group of the European People's Party (Christian Democrats),3427.0,109.0,121.0,2008.0,0.8853460550308231,0.959399823477493,-0.0212920606136322,-0.8484073877334591,0.0,0.0,0.0,KOVATCHEV,Andrey
45,97125,S_D,#FF0000,Belgium,BEL,frédéric_daerden,138.0,"DAERDEN, Frédéric",139.0,"DAERDEN, Frédéric",Belgium,Parti Socialiste,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3730.0,143.0,131.0,1525.0,0.868617236614227,0.95044311810454,-0.193245783448219,-0.239447936415672,0.0,0.0,0.0,DAERDEN,Frédéric
46,28122,EPP,#80BFFF,Malta,MLT,david_casa,102.0,"CASA, David",103.0,"CASA, David",Malta,Partit Nazzjonalista,Group of the European People's Party (Christian Democrats),2310.0,121.0,87.0,1465.0,0.8567689061164859,0.94777805674115,-0.0118237044662237,-0.704508900642395,0.0,0.0,0.0,CASA,David
47,96757,EPP,#80BFFF,Italy,ITA,raffaele_baldassarre,35.0,"BALDASSARRE, Raffaele",36.0,"BALDASSARRE, Raffaele",Italy,Forza Italia,Group of the European People's Party (Christian Democrats),3088.0,107.0,138.0,1835.0,0.8702204823493961,0.952592879256966,-0.0172393172979355,-0.954760193824768,0.0,0.0,0.0,BALDASSARRE,Raffaele
48,97195,EPP,#80BFFF,Italy,ITA,giovanni_collino,121.0,"COLLINO, Giovanni",122.0,"COLLINO, Giovanni",Italy,Independent,Group of the European People's Party (Christian Democrats),880.0,39.0,42.0,534.0,0.864720523357391,0.9458193979933108,-0.0133274793624878,-0.8139629960060121,0.0,0.0,0.0,COLLINO,Giovanni
50,96831,S_D,#FF0000,Germany,DEU,jutta_steinruck,619.0,"STEINRUCK, Jutta",620.0,"STEINRUCK, Jutta",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4051.0,196.0,149.0,1611.0,0.869329869747162,0.942567005160646,-0.20855021476745605,-0.0526523478329182,0.0,0.0,0.0,STEINRUCK,Jutta
51,96973,EPP,#80BFFF,Portugal,PRT,mário_david,146.0,"DAVID, Mário",147.0,"DAVID, Mário",Portugal,Partido Social Democrata,Group of the European People's Party (Christian Democrats),2818.0,74.0,140.0,1498.0,0.882649838924408,0.952759381898455,-0.0285514034330845,-0.957332193851471,0.0,0.0,0.0,DAVID,Mário
52,4540,ECR,#0000FF,UnitedKingdom,GBR,philip_bradbourn,78.0,"BRADBOURN, Philip",79.0,"BRADBOURN, Philip",United Kingdom,Conservative Party,European Conservatives and Reformists Group,1495.0,94.0,56.0,2177.0,0.8499426841735841,0.960753532182104,0.17583175003528606,0.7727003693580631,0.0,0.0,0.0,BRADBOURN,Philip
53,4545,S_D,#FF0000,UnitedKingdom,GBR,catherine_stihler,622.0,"STIHLER, Catherine",623.0,"STIHLER, Catherine",United Kingdom,Labour Party,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3546.0,337.0,232.0,1352.0,0.769625961780548,0.8959209804280229,-0.182676494121552,0.240655601024628,0.0,0.0,0.0,STIHLER,Catherine
54,28134,EUL_NGL,#990000,Sweden,SWE,eva-britt_svensson,634.0,"SVENSSON, Eva-Britt",635.0,"SVENSSON, Eva-Britt",Sweden,Independent,Confederal Group of the European United Left - Nordic Green Left,675.0,226.0,144.0,317.0,0.6557055711746221,0.728340675477239,-0.911378920078278,0.411568194627762,0.0,0.0,0.0,SVENSSON,Eva-Britt
55,28513,NI,#DDDDDD,UnitedKingdom,GBR,godfrey_bloom,65.0,"BLOOM, Godfrey",66.0,"BLOOM, Godfrey",United Kingdom,United Kingdom Independence Party,Non-attached Members,120.0,180.0,53.0,734.0,0.6832075715064999,0.785648574057038,0.872802317142487,0.488074004650116,0.0,0.0,0.0,BLOOM,Godfrey
56,96837,S_D,#FF0000,Germany,DEU,petra_kammerevert,331.0,"KAMMEREVERT, Petra",332.0,"KAMMEREVERT, Petra",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3825.0,202.0,148.0,1553.0,0.862252771854401,0.938896648044693,-0.21126626431942,-0.0234632883220911,0.0,0.0,0.0,KAMMEREVERT,Petra
57,28276,EPP,#80BFFF,Lithuania,LTU,laima_liucija_andrikienė,13.0,"ANDRIKIENĖ, Laima Liucija",14.0,"ANDRIKIENĖ, Laima Liucija",Lithuania,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Group of the European People's Party (Christian Democrats),3196.0,125.0,82.0,2012.0,0.894221723079681,0.961772853185596,-0.0153229087591171,-0.976784944534302,0.0,0.0,0.0,ANDRIKIENĖ,Laima Liucija
58,96983,EPP,#80BFFF,France,FRA,pascale_gruny,250.0,"GRUNY, Pascale",251.0,"GRUNY, Pascale",France,Independent,Group of the European People's Party (Christian Democrats),580.0,27.0,35.0,421.0,0.8789057731628421,0.94167450611477,-0.0148949502035975,-0.797899425029755,0.0,0.0,0.0,GRUNY,Pascale
59,28243,ALDE,#FFFF00,Germany,DEU,jorgo_chatzimarkakis,111.0,"CHATZIMARKAKIS, Jorgo",112.0,"CHATZIMARKAKIS, Jorgo",Germany,Freie Demokratische Partei,Group of the Alliance of Liberals and Democrats for Europe,3011.0,382.0,285.0,1382.0,0.747608602046967,0.8681818181818179,-0.0944040417671204,0.313429325819016,0.0,0.0,0.0,CHATZIMARKAKIS,Jorgo
60,96677,ALDE,#FFFF00,Sweden,SWE,cecilia_wikström,710.0,"WIKSTRÖM, Cecilia",711.0,"WIKSTRÖM, Cecilia",Sweden,Folkpartiet liberalerna,Group of the Alliance of Liberals and Democrats for Europe,3410.0,463.0,269.0,1615.0,0.744492471218109,0.8728504429390308,-0.0885320603847504,0.41342157125473,0.0,0.0,0.0,WIKSTRÖM,Cecilia
61,96920,ECR,#0000FF,UnitedKingdom,GBR,kay_swinburne,635.0,"SWINBURNE, Kay",636.0,"SWINBURNE, Kay",United Kingdom,Conservative Party,European Conservatives and Reformists Group,2044.0,124.0,93.0,2979.0,0.847626805305481,0.958587786259542,0.165664568543434,0.7550382018089291,0.0,0.0,0.0,SWINBURNE,Kay
62,28114,ALDE,#FFFF00,Ireland,IRL,liam_aylward,28.0,"AYLWARD, Liam",29.0,"AYLWARD, Liam",Ireland,Fianna Fáil Party,Group of the Alliance of Liberals and Democrats for Europe,3686.0,494.0,426.0,1550.0,0.720901966094971,0.8505523066926579,-0.0990335568785667,0.31417298316955605,0.0,0.0,0.0,AYLWARD,Liam
63,28240,G_EFA,#009900,Germany,DEU,helga_trüpel,667.0,"TRÜPEL, Helga",668.0,"TRÜPEL, Helga",Germany,Bündnis 90/Die Grünen,Group of the Greens/European Free Alliance,3124.0,209.0,157.0,1213.0,0.812551140785217,0.92217733361684,-0.36083358526229903,0.8425161838531491,0.0,0.0,0.0,TRÜPEL,Helga
64,2212,EFD,#FF9900,France,FRA,philippe_de_villiers,694.0,"VILLIERS, Philippe de",695.0,"VILLIERS, Philippe de",France,Mouvement pour la France,Europe of freedom and democracy Group,346.0,445.0,300.0,1681.0,0.586218774318695,0.7312409812409809,0.9899189472198492,0.141635239124298,0.0,0.0,0.0,VILLIERS,Philippe de
65,112071,S_D,#FF0000,Ireland,IRL,emer_costello,793.0,"COSTELLO, Emer",794.0,"COSTELLO, Emer",Ireland,Labour Party,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2381.0,69.0,108.0,970.0,0.8717348575592041,0.949829931972789,-0.194640025496483,-0.168037608265877,0.0,0.0,0.0,COSTELLO,Emer
66,28313,EPP,#80BFFF,Finland,FIN,ville_itälä,302.0,"ITÄLÄ, Ville",303.0,"ITÄLÄ, Ville",Finland,Kansallinen Kokoomus,Group of the European People's Party (Christian Democrats),1404.0,58.0,86.0,721.0,0.835750937461853,0.9365359189070072,-0.0211645681411028,-0.6130056381225589,0.0,0.0,0.0,ITÄLÄ,Ville
67,1309,S_D,#FF0000,UnitedKingdom,GBR,brian_simpson,598.0,"SIMPSON, Brian",599.0,"SIMPSON, Brian",United Kingdom,Labour Party,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3634.0,411.0,237.0,1432.0,0.757796764373779,0.8865943297164859,-0.17742452025413502,0.26278641819953896,0.0,0.0,0.0,SIMPSON,Brian
68,96798,EFD,#FF9900,UnitedKingdom,GBR,john_bufton,86.0,"BUFTON, John",87.0,"BUFTON, John",United Kingdom,United Kingdom Independence Party,Europe of freedom and democracy Group,392.0,428.0,156.0,1976.0,0.696072936058044,0.8021680216802171,0.854043841362,0.520201027393341,0.0,0.0,0.0,BUFTON,John
69,26851,EUL_NGL,#990000,Greece,GRC,nikolaos_chountis,114.0,"CHOUNTIS, Nikolaos",115.0,"CHOUNTIS, Nikolaos",Greece,Coalition of the Radical Left,Confederal Group of the European United Left - Nordic Green Left,2603.0,769.0,366.0,1034.0,0.672261297702789,0.762154233025985,-0.8466981053352359,0.110705941915512,0.0,0.0,0.0,CHOUNTIS,Nikolaos
71,28228,EPP,#80BFFF,Germany,DEU,albert_dess,160.0,"DESS, Albert",161.0,"DESS, Albert",Germany,Christlich-Soziale Union in Bayern e.V.,Group of the European People's Party (Christian Democrats),3584.0,332.0,132.0,2315.0,0.8318604230880741,0.9270784221279268,0.00406708242371678,-0.821407377719879,0.0,0.0,0.0,DESS,Albert
72,96674,EPP,#80BFFF,Sweden,SWE,anna_maria_corazza_bildt,124.0,"CORAZZA BILDT, Anna Maria",125.0,"CORAZZA BILDT, Anna Maria",Sweden,Moderata Samlingspartiet,Group of the European People's Party (Christian Democrats),2710.0,623.0,291.0,1635.0,0.6845445036888119,0.8262027001331049,0.00204851338639855,0.0569562613964081,0.0,0.0,0.0,CORAZZA BILDT,Anna Maria
73,96898,EPP,#80BFFF,Greece,GRC,ioannis_a._tsoukalas,669.0,"TSOUKALAS, Ioannis A.",670.0,"TSOUKALAS, Ioannis A.",Greece,Nea Demokratia,Group of the European People's Party (Christian Democrats),2715.0,139.0,215.0,1589.0,0.8133757710456851,0.9240017174753108,-0.040235310792922994,-0.7839255332946781,0.0,0.0,0.0,TSOUKALAS,Ioannis A.
74,25718,S_D,#FF0000,Belgium,BEL,saïd_el_khadraoui,176.0,"EL KHADRAOUI, Saïd",177.0,"EL KHADRAOUI, Saïd",Belgium,Socialistische Partij.Anders,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4175.0,183.0,175.0,1611.0,0.8627485036849979,0.941731770833333,-0.21422415971756,-0.00492802634835243,0.0,0.0,0.0,EL KHADRAOUI,Saïd
