,ident,grp,col,country,cid,name,Unnamed: 0,Unnamed: 0.1,MEP.ID,FullName,Country,Party,EPG,correctYea,wrongYea,wrongNay,correctNay,GMP,CC,coord1D,coord2D,se1D,se2D,corr.1,lastname,firstname
147,1394,ALDE,#FFFF00,UnitedKingdom,GBR,bill_newton_dunn,470.0,"NEWTON DUNN, Bill",471.0,"NEWTON DUNN, Bill",United Kingdom,Liberal Democrats Party,Group of the Alliance of Liberals and Democrats for Europe,3737.0,457.0,232.0,1756.0,0.774989902973175,0.888547395664833,-0.0922055244445801,0.373699873685837,0.0,0.0,0.0,NEWTON DUNN,Bill
148,96763,EPP,#80BFFF,Spain,ESP,pablo_zalba_bidegain,723.0,"ZALBA BIDEGAIN, Pablo",724.0,"ZALBA BIDEGAIN, Pablo",Spain,Partido Popular,Group of the European People's Party (Christian Democrats),3346.0,146.0,127.0,2049.0,0.8671110272407528,0.951834862385321,-0.0136241419240832,-0.999907195568085,0.0,0.0,0.0,ZALBA BIDEGAIN,Pablo
149,105192,S_D,#FF0000,Spain,ESP,maría_irigoyen_pérez,750.0,"IRIGOYEN PÉREZ, María",751.0,"IRIGOYEN PÉREZ, María",Spain,Partido Socialista Obrero Español,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3627.0,142.0,180.0,1323.0,0.862757682800293,0.9389226100151752,-0.192913696169853,-0.315276324748993,0.0,0.0,0.0,IRIGOYEN PÉREZ,María
150,28246,ALDE,#FFFF00,Germany,DEU,alexander_alvaro,9.0,"ALVARO, Alexander",10.0,"ALVARO, Alexander",Germany,Freie Demokratische Partei,Group of the Alliance of Liberals and Democrats for Europe,2283.0,311.0,179.0,1085.0,0.75711989402771,0.872991187143598,-0.0905512049794197,0.34047126770019503,0.0,0.0,0.0,ALVARO,Alexander
151,113487,EUL_NGL,#990000,Portugal,PRT,alda_sousa,797.0,"SOUSA, Alda",798.0,"SOUSA, Alda",Portugal,Bloco de Esquerda,Confederal Group of the European United Left - Nordic Green Left,1965.0,503.0,233.0,693.0,0.67586350440979,0.783146729522687,-0.829048454761505,-0.131565675139427,0.0,0.0,0.0,SOUSA,Alda
152,96654,EFD,#FF9900,Slovakia,SVK,jaroslav_paška,504.0,"PAŠKA, Jaroslav",505.0,"PAŠKA, Jaroslav",Slovakia,Slovenská národná strana,Europe of freedom and democracy Group,2457.0,541.0,857.0,1469.0,0.56319922208786,0.7374154770848991,0.0436026901006699,0.50277978181839,0.0,0.0,0.0,PAŠKA,Jaroslav
153,4398,ALDE,#FFFF00,Italy,ITA,gianni_vattimo,686.0,"VATTIMO, Gianni",687.0,"VATTIMO, Gianni",Italy,Italia dei Valori - Lista Di Pietro (Indipendente),Group of the Alliance of Liberals and Democrats for Europe,2684.0,453.0,313.0,914.0,0.687931895256042,0.8244729605866179,-0.195407018065453,0.614374101161957,0.0,0.0,0.0,VATTIMO,Gianni
154,23894,EPP,#80BFFF,Slovakia,SVK,anna_záborská,720.0,"ZÁBORSKÁ, Anna",721.0,"ZÁBORSKÁ, Anna",Slovakia,Kresťanskodemokratické hnutie,Group of the European People's Party (Christian Democrats),3473.0,181.0,111.0,2132.0,0.867397367954254,0.9504832965914872,-0.007226465269923209,-0.949317455291748,0.0,0.0,0.0,ZÁBORSKÁ,Anna
155,94283,NI,#DDDDDD,UnitedKingdom,GBR,trevor_colman,122.0,"COLMAN, Trevor",123.0,"COLMAN, Trevor",United Kingdom,United Kingdom Independence Party,Non-attached Members,306.0,296.0,135.0,1324.0,0.700793623924255,0.790878214459001,0.8707625865936279,0.4917036294937129,0.0,0.0,0.0,COLMAN,Trevor
156,96839,S_D,#FF0000,Germany,DEU,kerstin_westphal,708.0,"WESTPHAL, Kerstin",709.0,"WESTPHAL, Kerstin",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3510.0,152.0,99.0,1469.0,0.8804432153701779,0.952007648183556,-0.20293147861957606,-0.1479162722826,0.0,0.0,0.0,WESTPHAL,Kerstin
157,111033,EPP,#80BFFF,Latvia,LVA,kārlis_šadurskis,782.0,"ŠADURSKIS, Kārlis",783.0,"ŠADURSKIS, Kārlis",Latvia,Vienotība,Group of the European People's Party (Christian Democrats),2396.0,111.0,53.0,1538.0,0.879385232925415,0.9599804782820892,-0.00943281874060631,-0.84290623664856,0.0,0.0,0.0,ŠADURSKIS,Kārlis
158,28397,EPP,#80BFFF,Spain,ESP,agustín_díaz_de_mera_garcía_consuegra,164.0,"DÍAZ DE MERA GARCÍA CONSUEGRA, Agustín",165.0,"DÍAZ DE MERA GARCÍA CONSUEGRA, Agustín",Spain,Partido Popular,Group of the European People's Party (Christian Democrats),3160.0,130.0,92.0,2008.0,0.892475664615631,0.9588126159554732,-0.0119782388210297,-0.99992835521698,0.0,0.0,0.0,DÍAZ DE MERA GARCÍA CONSUEGRA,Agustín
159,38613,ALDE,#FFFF00,Bulgaria,BGR,metin_kazak,337.0,"KAZAK, Metin",338.0,"KAZAK, Metin",Bulgaria,Movement for Rights and Freedoms,Group of the Alliance of Liberals and Democrats for Europe,3634.0,461.0,302.0,1609.0,0.766948580741882,0.8729603729603729,-0.0934105440974236,0.24277152121067005,0.0,0.0,0.0,KAZAK,Metin
160,4385,G_EFA,#009900,France,FRA,hélène_flautre,203.0,"FLAUTRE, Hélène",204.0,"FLAUTRE, Hélène",France,Europe Écologie,Group of the Greens/European Free Alliance,3423.0,203.0,144.0,1307.0,0.83984363079071,0.931652550718928,-0.391999900341034,0.809004306793213,0.0,0.0,0.0,FLAUTRE,Hélène
161,96976,S_D,#FF0000,Portugal,PRT,luís_paulo_alves,10.0,"ALVES, Luís Paulo",11.0,"ALVES, Luís Paulo",Portugal,Partido Socialista,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4104.0,111.0,187.0,1626.0,0.863612353801727,0.95056403450564,-0.192237764596939,-0.283549636602402,0.0,0.0,0.0,ALVES,Luís Paulo
162,97078,S_D,#FF0000,Spain,ESP,ramón_jáuregui_atondo,311.0,"JÁUREGUI ATONDO, Ramón",312.0,"JÁUREGUI ATONDO, Ramón",Spain,Independent,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,519.0,21.0,23.0,265.0,0.8554587364196781,0.946859903381642,-0.181199997663498,-0.23918682336807295,0.0,0.0,0.0,JÁUREGUI ATONDO,Ramón
163,26829,ALDE,#FFFF00,Estonia,EST,siiri_oviir,487.0,"OVIIR, Siiri",488.0,"OVIIR, Siiri",Estonia,Sõltumatu,Group of the Alliance of Liberals and Democrats for Europe,3421.0,380.0,200.0,1550.0,0.78460705280304,0.8955143217438299,-0.103692375123501,0.313305169343948,0.0,0.0,0.0,OVIIR,Siiri
164,97026,S_D,#FF0000,France,FRA,patrice_tirolien,657.0,"TIROLIEN, Patrice",658.0,"TIROLIEN, Patrice",France,Parti socialiste,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3550.0,165.0,173.0,1341.0,0.83917248249054,0.9353604895773572,-0.196219518780708,-0.21985787153244,0.0,0.0,0.0,TIROLIEN,Patrice
165,96808,EPP,#80BFFF,Spain,ESP,pablo_arias_echeverría,18.0,"ARIAS ECHEVERRÍA, Pablo",19.0,"ARIAS ECHEVERRÍA, Pablo",Spain,Partido Popular,Group of the European People's Party (Christian Democrats),3192.0,142.0,98.0,2118.0,0.884813487529755,0.9567567567567572,-0.0112610999494791,-0.9999365806579592,0.0,0.0,0.0,ARIAS ECHEVERRÍA,Pablo
166,96827,EPP,#80BFFF,Germany,DEU,birgit_schnieber-jastram,580.0,"SCHNIEBER-JASTRAM, Birgit",581.0,"SCHNIEBER-JASTRAM, Birgit",Germany,Christlich Demokratische Union Deutschlands,Group of the European People's Party (Christian Democrats),3326.0,142.0,101.0,1942.0,0.886786758899689,0.955906369080022,-0.0221374668180943,-0.921150624752045,0.0,0.0,0.0,SCHNIEBER-JASTRAM,Birgit
167,113959,EUL_NGL,#990000,UnitedKingdom,GBR,martina_anderson,803.0,"ANDERSON, Martina",804.0,"ANDERSON, Martina",United Kingdom,Sinn Féin,Confederal Group of the European United Left - Nordic Green Left,1615.0,556.0,277.0,550.0,0.633484244346619,0.7221480987324879,-0.916659474372864,0.0955409109592438,0.0,0.0,0.0,ANDERSON,Martina
168,96987,S_D,#FF0000,Spain,ESP,ricardo_cortés_lastra,127.0,"CORTÉS LASTRA, Ricardo",128.0,"CORTÉS LASTRA, Ricardo",Spain,Partido Socialista Obrero Español,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3536.0,147.0,183.0,1311.0,0.856553494930267,0.936256519219625,-0.186840176582336,-0.300649642944336,0.0,0.0,0.0,CORTÉS LASTRA,Ricardo
169,96694,EFD,#FF9900,Lithuania,LTU,rolandas_paksas,491.0,"PAKSAS, Rolandas",492.0,"PAKSAS, Rolandas",Lithuania,Partija Tvarka ir teisingumas,Europe of freedom and democracy Group,1998.0,82.0,531.0,155.0,0.5946946144104001,0.778380332610268,-0.11080511659383803,0.11451069265603997,0.0,0.0,0.0,PAKSAS,Rolandas
170,4342,EPP,#80BFFF,France,FRA,joseph_daul,145.0,"DAUL, Joseph",146.0,"DAUL, Joseph",France,Union pour un Mouvement Populaire,Group of the European People's Party (Christian Democrats),3647.0,73.0,79.0,2167.0,0.91743016242981,0.9745222929936308,-0.0178464390337467,-0.999840795993805,0.0,0.0,0.0,DAUL,Joseph
171,96910,S_D,#FF0000,Netherlands,NLD,judith_a._merkies,444.0,"MERKIES, Judith A.",445.0,"MERKIES, Judith A.",Netherlands,Partij van de Arbeid,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3941.0,196.0,213.0,1477.0,0.8428299427032471,0.929809507465248,-0.20717769861221305,0.0457472577691078,0.0,0.0,0.0,MERKIES,Judith A.
172,96683,ALDE,#FFFF00,Finland,FIN,carl_haglund,260.0,"HAGLUND, Carl",261.0,"HAGLUND, Carl",Finland,Svenska folkpartiet,Group of the Alliance of Liberals and Democrats for Europe,1597.0,169.0,139.0,728.0,0.7711806297302249,0.8830231674895559,-0.0990863442420959,0.294756323099136,0.0,0.0,0.0,HAGLUND,Carl
173,96796,ECR,#0000FF,Poland,POL,ryszard_antoni_legutko,379.0,"LEGUTKO, Ryszard Antoni",380.0,"LEGUTKO, Ryszard Antoni",Poland,Prawo i Sprawiedliwość,European Conservatives and Reformists Group,1764.0,265.0,293.0,2467.0,0.755972504615784,0.8834829818333679,0.137662217020988,0.418142944574356,0.0,0.0,0.0,LEGUTKO,Ryszard Antoni
174,112611,EPP,#80BFFF,Finland,FIN,petri_sarvamaa,794.0,"SARVAMAA, Petri",795.0,"SARVAMAA, Petri",Finland,Kansallinen Kokoomus,Group of the European People's Party (Christian Democrats),2158.0,151.0,128.0,1316.0,0.824492990970612,0.925659472422062,-0.0215435102581978,-0.553333878517151,0.0,0.0,0.0,SARVAMAA,Petri
175,96727,S_D,#FF0000,Slovenia,SVN,zoran_thaler,649.0,"THALER, Zoran",650.0,"THALER, Zoran",Slovenia,Independent,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,784.0,15.0,26.0,371.0,0.8850280046463009,0.96571906354515,-0.19892282783985105,-0.14642384648323098,0.0,0.0,0.0,THALER,Zoran
176,110984,S_D,#FF0000,Malta,MLT,joseph_cuschieri,775.0,"CUSCHIERI, Joseph",776.0,"CUSCHIERI, Joseph",Malta,Partit Laburista,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2495.0,183.0,111.0,955.0,0.790738940238953,0.921474358974359,-0.17311418056488,-0.156562268733978,0.0,0.0,0.0,CUSCHIERI,Joseph
177,4423,EPP,#80BFFF,Italy,ITA,amalia_sartori,569.0,"SARTORI, Amalia",570.0,"SARTORI, Amalia",Italy,Forza Italia,Group of the European People's Party (Christian Democrats),2595.0,76.0,122.0,1622.0,0.886013150215149,0.95515288788222,-0.0172943137586117,-0.894200682640076,0.0,0.0,0.0,SARTORI,Amalia
178,28206,EPP,#80BFFF,France,FRA,jean-marie_cavada,108.0,"CAVADA, Jean-Marie",109.0,"CAVADA, Jean-Marie",France,Nouveau Centre,Group of the European People's Party (Christian Democrats),3523.0,135.0,170.0,1965.0,0.874337911605835,0.9473502503020892,-0.0395625568926334,-0.80481094121933,0.0,0.0,0.0,CAVADA,Jean-Marie
179,28223,EPP,#80BFFF,Germany,DEU,andreas_schwab,586.0,"SCHWAB, Andreas",587.0,"SCHWAB, Andreas",Germany,Christlich Demokratische Union Deutschlands,Group of the European People's Party (Christian Democrats),3539.0,145.0,131.0,2158.0,0.871513426303864,0.953792064289302,-0.0141362920403481,-0.911639630794525,0.0,0.0,0.0,SCHWAB,Andreas
181,96715,S_D,#FF0000,CzechRepublic,CZE,pavel_poc,518.0,"POC, Pavel",519.0,"POC, Pavel",Czech Republic,Česká strana sociálně demokratická,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4133.0,163.0,212.0,1574.0,0.8506414294242859,0.9383426504439332,-0.197874411940575,-0.13039101660251598,0.0,0.0,0.0,POC,Pavel
182,96693,EFD,#FF9900,Lithuania,LTU,juozas_imbrasas,298.0,"IMBRASAS, Juozas",299.0,"IMBRASAS, Juozas",Lithuania,Partija Tvarka ir teisingumas,Europe of freedom and democracy Group,2871.0,136.0,810.0,230.0,0.5812562108039859,0.7662466024215471,-0.10338336229324302,0.16718958318233498,0.0,0.0,0.0,IMBRASAS,Juozas
183,102931,G_EFA,#009900,UnitedKingdom,GBR,keith_taylor,743.0,"TAYLOR, Keith",744.0,"TAYLOR, Keith",United Kingdom,Green Party,Group of the Greens/European Free Alliance,3522.0,237.0,142.0,1394.0,0.830097496509552,0.928423040604344,-0.375714600086212,0.8262187838554379,0.0,0.0,0.0,TAYLOR,Keith
184,102931,G_EFA,#009900,UnitedKingdom,GBR,keith_taylor,743.0,"TAYLOR, Keith",744.0,"TAYLOR, Keith",United Kingdom,Green Party,Group of the Greens/European Free Alliance,3522.0,237.0,142.0,1394.0,0.830097496509552,0.928423040604344,-0.375714600086212,0.8262187838554379,0.0,0.0,0.0,TAYLOR,Keith
186,96673,S_D,#FF0000,Sweden,SWE,olle_ludvigsson,402.0,"LUDVIGSSON, Olle",403.0,"LUDVIGSSON, Olle",Sweden,Arbetarepartiet- Socialdemokraterna,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3699.0,425.0,234.0,1455.0,0.75546008348465,0.8866334078788921,-0.192978575825691,0.279032766819,0.0,0.0,0.0,LUDVIGSSON,Olle
187,28474,EPP,#80BFFF,Cyprus,CYP,ioannis_kasoulides,335.0,"KASOULIDES, Ioannis",336.0,"KASOULIDES, Ioannis",Cyprus,Democratic Rally,Group of the European People's Party (Christian Democrats),1731.0,50.0,72.0,1060.0,0.883367538452148,0.958118777892207,-0.0137699898332357,-0.854497313499451,0.0,0.0,0.0,KASOULIDES,Ioannis
188,96944,ECR,#0000FF,UnitedKingdom,GBR,marina_yannakoudakis,719.0,"YANNAKOUDAKIS, Marina",720.0,"YANNAKOUDAKIS, Marina",United Kingdom,Conservative Party,European Conservatives and Reformists Group,1959.0,123.0,91.0,2907.0,0.844497799873352,0.957874015748032,0.167520806193352,0.75171971321106,0.0,0.0,0.0,YANNAKOUDAKIS,Marina
189,28242,ALDE,#FFFF00,Germany,DEU,alexander_graf_lambsdorff,371.0,"LAMBSDORFF, Alexander Graf",372.0,"LAMBSDORFF, Alexander Graf",Germany,Freie Demokratische Partei,Group of the Alliance of Liberals and Democrats for Europe,2920.0,432.0,246.0,1393.0,0.740626513957977,0.864155479863755,-0.0738326236605644,0.328883111476898,0.0,0.0,0.0,LAMBSDORFF,Alexander Graf
190,1992,EPP,#80BFFF,Spain,ESP,josé_manuel_garcía-margallo_y_marfil,216.0,"GARCÍA-MARGALLO Y MARFIL, José Manuel",217.0,"GARCÍA-MARGALLO Y MARFIL, José Manuel",Spain,Partido Popular,Group of the European People's Party (Christian Democrats),1041.0,23.0,54.0,584.0,0.898893773555756,0.95475910693302,-0.00749348988756537,-0.999971985816956,0.0,0.0,0.0,GARCÍA-MARGALLO Y MARFIL,José Manuel
191,97009,S_D,#FF0000,Greece,GRC,kriton_arsenis,21.0,"ARSENIS, Kriton",22.0,"ARSENIS, Kriton",Greece,-,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3382.0,152.0,205.0,1245.0,0.8291466236114499,0.928370786516854,-0.22345806658268,-0.0415037758648396,0.0,0.0,0.0,ARSENIS,Kriton
192,28506,NI,#DDDDDD,UnitedKingdom,GBR,mike_nattrass,466.0,"NATTRASS, Mike",467.0,"NATTRASS, Mike",United Kingdom,AN INDEPENDENCE FROM EUROPE,Non-attached Members,496.0,544.0,231.0,2682.0,0.69283401966095,0.803946369845687,0.83472728729248,0.5506634712219239,0.0,0.0,0.0,NATTRASS,Mike
193,96950,S_D,#FF0000,France,FRA,liem_hoang_ngoc,285.0,"HOANG NGOC, Liem",286.0,"HOANG NGOC, Liem",France,Parti socialiste,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3885.0,181.0,196.0,1565.0,0.8401054739952091,0.935301184142784,-0.19787560403347,-0.212234452366829,0.0,0.0,0.0,HOANG NGOC,Liem
194,96981,NI,#DDDDDD,Austria,AUT,franz_obermayr,479.0,"OBERMAYR, Franz",480.0,"OBERMAYR, Franz",Austria,Freiheitliche Partei Österreichs,Non-attached Members,944.0,532.0,1582.0,2064.0,0.360612750053406,0.5872705974228821,1.0,0.0,0.0,0.0,0.0,OBERMAYR,Franz
195,2327,S_D,#FF0000,UnitedKingdom,GBR,linda_mcavan,409.0,"McAVAN, Linda",410.0,"McAVAN, Linda",United Kingdom,Labour Party,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3478.0,355.0,233.0,1303.0,0.7634353637695309,0.890482398956975,-0.180431067943573,0.256194412708282,0.0,0.0,0.0,McAVAN,Linda
196,96788,EPP,#80BFFF,Poland,POL,krzysztof_lisek,392.0,"LISEK, Krzysztof",393.0,"LISEK, Krzysztof",Poland,Platforma Obywatelska,Group of the European People's Party (Christian Democrats),3581.0,171.0,116.0,2237.0,0.883791089057922,0.9529893529893532,-0.008670166134834291,-0.981955647468567,0.0,0.0,0.0,LISEK,Krzysztof
197,96764,EPP,#80BFFF,Germany,DEU,hermann_winkler,714.0,"WINKLER, Hermann",715.0,"WINKLER, Hermann",Germany,Christlich Demokratische Union Deutschlands,Group of the European People's Party (Christian Democrats),2897.0,643.0,115.0,2137.0,0.698260843753815,0.869129834254144,0.0218390915542841,-0.40011242032051103,0.0,0.0,0.0,WINKLER,Hermann
198,96764,EPP,#80BFFF,Germany,DEU,hermann_winkler,714.0,"WINKLER, Hermann",715.0,"WINKLER, Hermann",Germany,Christlich Demokratische Union Deutschlands,Group of the European People's Party (Christian Democrats),2897.0,643.0,115.0,2137.0,0.698260843753815,0.869129834254144,0.0218390915542841,-0.40011242032051103,0.0,0.0,0.0,WINKLER,Hermann
199,96829,EPP,#80BFFF,Hungary,HUN,ádám_kósa,354.0,"KÓSA, Ádám",355.0,"KÓSA, Ádám",Hungary,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt,Group of the European People's Party (Christian Democrats),3260.0,178.0,128.0,1849.0,0.8538205623626709,0.943490304709141,-0.0221778582781553,-0.8471759557724,0.0,0.0,0.0,KÓSA,Ádám
200,96695,EPP,#80BFFF,Lithuania,LTU,radvilė_morkūnaitė-mikulėnienė,461.0,"MORKŪNAITĖ-MIKULĖNIENĖ, Radvilė",462.0,"MORKŪNAITĖ-MIKULĖNIENĖ, Radvilė",Lithuania,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Group of the European People's Party (Christian Democrats),3327.0,113.0,64.0,2070.0,0.899177312850952,0.968245425188375,-0.0171998534351587,-0.922773480415344,0.0,0.0,0.0,MORKŪNAITĖ-MIKULĖNIENĖ,Radvilė
201,23706,EUL_NGL,#990000,CzechRepublic,CZE,miloslav_ransdorf,533.0,"RANSDORF, Miloslav",534.0,"RANSDORF, Miloslav",Czech Republic,Komunistická strana Čech a Moravy,Confederal Group of the European United Left - Nordic Green Left,2676.0,1001.0,552.0,983.0,0.443829476833344,0.702033768227168,-1.0,0.0,0.0,0.0,0.0,RANSDORF,Miloslav
202,111024,S_D,#FF0000,Sweden,SWE,jens_nilsson,780.0,"NILSSON, Jens",781.0,"NILSSON, Jens",Sweden,Arbetarepartiet- Socialdemokraterna,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2085.0,280.0,132.0,851.0,0.745203256607056,0.876941457586619,-0.19310195744037606,0.329769641160965,0.0,0.0,0.0,NILSSON,Jens
203,96749,NI,#DDDDDD,UnitedKingdom,GBR,andrew_henry_william_brons,84.0,"BRONS, Andrew Henry William",85.0,"BRONS, Andrew Henry William",United Kingdom,British Democratic Party,Non-attached Members,914.0,536.0,1043.0,2874.0,0.580344259738922,0.7057946711384391,0.9842693209648128,0.17667469382286102,0.0,0.0,0.0,BRONS,Andrew Henry William
204,96912,ECR,#0000FF,UnitedKingdom,GBR,david_campbell_bannerman,96.0,"CAMPBELL BANNERMAN, David",97.0,"CAMPBELL BANNERMAN, David",United Kingdom,Conservative Party,European Conservatives and Reformists Group,1327.0,431.0,115.0,2660.0,0.7410654425621029,0.879549966909332,0.224213302135468,0.974540114402771,0.0,0.0,0.0,CAMPBELL BANNERMAN,David
205,96738,G_EFA,#009900,France,FRA,sandrine_bélier,50.0,"BÉLIER, Sandrine",51.0,"BÉLIER, Sandrine",France,Europe Écologie,Group of the Greens/European Free Alliance,3796.0,237.0,144.0,1497.0,0.848729312419891,0.932851603806838,-0.394514471292496,0.77586030960083,0.0,0.0,0.0,BÉLIER,Sandrine
206,1746,EPP,#80BFFF,Italy,ITA,luigi_ciriaco_de_mita,156.0,"DE MITA, Luigi Ciriaco",157.0,"DE MITA, Luigi Ciriaco",Italy,Unione dei Democratici cristiani e dei Democratici di Centro,Group of the European People's Party (Christian Democrats),1976.0,76.0,98.0,1040.0,0.8453804850578309,0.945454545454545,-0.0356591194868088,-0.7041906118392941,0.0,0.0,0.0,DE MITA,Luigi Ciriaco
207,35743,S_D,#FF0000,UnitedKingdom,GBR,glenis_willmott,711.0,"WILLMOTT, Glenis",712.0,"WILLMOTT, Glenis",United Kingdom,Labour Party,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3716.0,400.0,250.0,1408.0,0.7587207555770871,0.88742639418081,-0.17775955796241802,0.270482659339905,0.0,0.0,0.0,WILLMOTT,Glenis
208,96947,EPP,#80BFFF,France,FRA,nora_berra,804.0,"BERRA, Nora",805.0,"BERRA, Nora",France,Union pour un Mouvement Populaire,Group of the European People's Party (Christian Democrats),1588.0,62.0,53.0,1060.0,0.893597662448883,0.9583785740137528,-0.0314774326980114,-0.9995044469833372,0.0,0.0,0.0,BERRA,Nora
209,96646,EUL_NGL,#990000,Germany,DEU,helmut_scholz,581.0,"SCHOLZ, Helmut",582.0,"SCHOLZ, Helmut",Germany,DIE LINKE.,Confederal Group of the European United Left - Nordic Green Left,3227.0,660.0,337.0,1206.0,0.706119477748871,0.8163904235727439,-0.773352086544037,0.0115702729672194,0.0,0.0,0.0,SCHOLZ,Helmut
210,96743,G_EFA,#009900,France,FRA,michèle_rivasi,545.0,"RIVASI, Michèle",546.0,"RIVASI, Michèle",France,Europe Écologie,Group of the Greens/European Free Alliance,3461.0,207.0,133.0,1413.0,0.843652784824371,0.9347909474491752,-0.383944153785706,0.806013941764832,0.0,0.0,0.0,RIVASI,Michèle
211,96851,EUL_NGL,#990000,Germany,DEU,thomas_händel,262.0,"HÄNDEL, Thomas",263.0,"HÄNDEL, Thomas",Germany,DIE LINKE.,Confederal Group of the European United Left - Nordic Green Left,2626.0,560.0,279.0,958.0,0.6996683478355411,0.810309744517296,-0.7997828722000121,-0.0174342468380928,0.0,0.0,0.0,HÄNDEL,Thomas
212,4293,EPP,#80BFFF,Germany,DEU,gabriele_stauner,843.0,"STAUNER, Gabriele",844.0,"STAUNER, Gabriele",Germany,Christlich-Soziale Union in Bayern e.V.,Group of the European People's Party (Christian Democrats),1034.0,75.0,37.0,527.0,0.8239597082138058,0.933054393305439,-0.0139470435678959,-0.999902784824371,0.0,0.0,0.0,STAUNER,Gabriele
213,28252,EPP,#80BFFF,Austria,AUT,richard_seeber,590.0,"SEEBER, Richard",591.0,"SEEBER, Richard",Austria,Österreichische Volkspartei,Group of the European People's Party (Christian Democrats),3737.0,210.0,209.0,2132.0,0.835855424404144,0.933365139949109,-0.0329810604453087,-0.7332713007926941,0.0,0.0,0.0,SEEBER,Richard
214,97131,ALDE,#FFFF00,Italy,ITA,giommaria_uggias,673.0,"UGGIAS, Giommaria",674.0,"UGGIAS, Giommaria",Italy,Italia dei Valori - Lista Di Pietro,Group of the Alliance of Liberals and Democrats for Europe,3790.0,530.0,455.0,1278.0,0.72660881280899,0.837270774822402,-0.14729920029640198,0.39051678776741,0.0,0.0,0.0,UGGIAS,Giommaria
215,96706,EUL_NGL,#990000,Portugal,PRT,joão_ferreira,197.0,"FERREIRA, João",198.0,"FERREIRA, João",Portugal,Partido Comunista Português,Confederal Group of the European United Left - Nordic Green Left,2235.0,958.0,409.0,993.0,0.621787667274475,0.7025027203482049,-0.946078598499298,0.219320088624954,0.0,0.0,0.0,FERREIRA,João
216,96706,EUL_NGL,#990000,Portugal,PRT,joão_ferreira,197.0,"FERREIRA, João",198.0,"FERREIRA, João",Portugal,Partido Comunista Português,Confederal Group of the European United Left - Nordic Green Left,2235.0,958.0,409.0,993.0,0.621787667274475,0.7025027203482049,-0.946078598499298,0.219320088624954,0.0,0.0,0.0,FERREIRA,João
217,23788,ECR,#0000FF,Poland,POL,adam_bielan,59.0,"BIELAN, Adam",60.0,"BIELAN, Adam",Poland,Polska Razem Jarosława Gowina,European Conservatives and Reformists Group,2123.0,294.0,379.0,2764.0,0.744553446769714,0.8789568345323739,0.133674129843712,0.4341157078742979,0.0,0.0,0.0,BIELAN,Adam
218,28342,S_D,#FF0000,Spain,ESP,maria_badia_i_cutchet,32.0,"BADIA i CUTCHET, Maria",33.0,"BADIA i CUTCHET, Maria",Spain,Partit dels Socialistes de Catalunya,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3843.0,150.0,191.0,1490.0,0.8597218990325931,0.939901304194572,-0.192903444170952,-0.279699206352234,0.0,0.0,0.0,BADIA i CUTCHET,Maria
219,4554,ALDE,#FFFF00,UnitedKingdom,GBR,chris_davies,147.0,"DAVIES, Chris",148.0,"DAVIES, Chris",United Kingdom,Liberal Democrats Party,Group of the Alliance of Liberals and Democrats for Europe,3288.0,391.0,218.0,1612.0,0.7663899064064029,0.8894536213468871,-0.0959099754691124,0.431152641773224,0.0,0.0,0.0,DAVIES,Chris
220,96702,EPP,#80BFFF,Romania,ROU,elena_oana_antonescu,16.0,"ANTONESCU, Elena Oana",17.0,"ANTONESCU, Elena Oana",Romania,Partidul Democrat-Liberal,Group of the European People's Party (Christian Democrats),3684.0,109.0,119.0,2175.0,0.8836548328399659,0.962543124691966,-0.0241071414202452,-0.882114052772522,0.0,0.0,0.0,ANTONESCU,Elena Oana
221,96660,EFD,#FF9900,Greece,GRC,niki_tzavela,672.0,"TZAVELA, Niki",673.0,"TZAVELA, Niki",Greece,Independent,Europe of freedom and democracy Group,2089.0,308.0,346.0,924.0,0.6369821429252621,0.821652577038451,-0.0460421815514565,-0.250860303640366,0.0,0.0,0.0,TZAVELA,Niki
