,Unnamed: 0,MEP.ID,FullName,Country,Party,EPG,correctYea,wrongYea,wrongNay,correctNay,GMP,CC,coord1D,coord2D,se1D,se2D,corr.1,lastname,firstname,name
0,"ABAD, Damien",1,"ABAD, Damien",France,Nouveau Centre,Group of the European People's Party (Christian Democrats),1357.0,55.0,76.0,688.0,0.8619045615196229,0.939797794117647,-0.0291419234126806,-0.7379773855209351,0.0,0.0,0.0,ABAD,Damien,damien_abad
1,"ÁDER, János",2,"ÁDER, János",Hungary,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt,Group of the European People's Party (Christian Democrats),1433.0,72.0,73.0,822.0,0.855877459049225,0.939583333333333,-0.0154178682714701,-0.880695998668671,0.0,0.0,0.0,ÁDER,János,jános_áder
2,"AGNEW, John Stuart",3,"AGNEW, John Stuart",United Kingdom,United Kingdom Independence Party,Europe of freedom and democracy Group,575.0,654.0,260.0,3289.0,0.70341956615448,0.8087065717873589,0.8342518806457521,0.5513836145401,0.0,0.0,0.0,AGNEW,John Stuart,john_stuart_agnew
3,"ALBERTINI, Gabriele",4,"ALBERTINI, Gabriele",Italy,Il Popolo della Libertà,Group of the European People's Party (Christian Democrats),1800.0,36.0,63.0,1092.0,0.905394017696381,0.9669007021063191,-0.0134128257632256,-0.985349416732788,0.0,0.0,0.0,ALBERTINI,Gabriele,gabriele_albertini
4,"ALBRECHT, Jan Philipp",5,"ALBRECHT, Jan Philipp",Germany,Bündnis 90/Die Grünen,Group of the Greens/European Free Alliance,3796.0,236.0,164.0,1463.0,0.835465967655182,0.929316133592508,-0.37611803412437395,0.814691603183746,0.0,0.0,0.0,ALBRECHT,Jan Philipp,jan_philipp_albrecht
5,"ALFANO, Sonia",6,"ALFANO, Sonia",Italy,Italia dei Valori - Lista Di Pietro,Group of the Alliance of Liberals and Democrats for Europe,2113.0,233.0,253.0,672.0,0.734589159488678,0.851421583613574,-0.19595509767532301,0.556289315223694,0.0,0.0,0.0,ALFANO,Sonia,sonia_alfano
6,"ALFONSI, François",7,"ALFONSI, François",France,Partitu di a Nazione Corsa,Group of the Greens/European Free Alliance,3661.0,224.0,186.0,1395.0,0.821476936340332,0.924990852542993,-0.374812930822372,0.770463526248932,0.0,0.0,0.0,ALFONSI,François,françois_alfonsi
7,"ALLAM, Magdi Cristiano",8,"ALLAM, Magdi Cristiano",Italy,'Io amo l'Italia',Europe of freedom and democracy Group,1626.0,811.0,704.0,1506.0,0.47638717293739297,0.6739832149774051,0.0823745429515839,0.309342831373215,0.0,0.0,0.0,ALLAM,Magdi Cristiano,magdi_cristiano_allam
8,"ALVAREZ, Magdalena",9,"ALVAREZ, Magdalena",Spain,Independent,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,445.0,26.0,12.0,264.0,0.8647392988204959,0.9491298527443109,-0.18470580875873602,-0.225662887096405,0.0,0.0,0.0,ALVAREZ,Magdalena,magdalena_alvarez
9,"ALVARO, Alexander",10,"ALVARO, Alexander",Germany,Freie Demokratische Partei,Group of the Alliance of Liberals and Democrats for Europe,2283.0,311.0,179.0,1085.0,0.75711989402771,0.872991187143598,-0.0905512049794197,0.34047126770019503,0.0,0.0,0.0,ALVARO,Alexander,alexander_alvaro
10,"ALVES, Luís Paulo",11,"ALVES, Luís Paulo",Portugal,Partido Socialista,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4104.0,111.0,187.0,1626.0,0.863612353801727,0.95056403450564,-0.192237764596939,-0.283549636602402,0.0,0.0,0.0,ALVES,Luís Paulo,luís_paulo_alves
11,"ANDREASEN, Marta",12,"ANDREASEN, Marta",United Kingdom,-,European Conservatives and Reformists Group,1203.0,741.0,243.0,3152.0,0.671018421649933,0.8156958231878629,0.279960751533508,0.96001148223877,0.0,0.0,0.0,ANDREASEN,Marta,marta_andreasen
12,"ANDRÉS BAREA, Josefa",13,"ANDRÉS BAREA, Josefa",Spain,Partido Socialista Obrero Español,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4052.0,166.0,200.0,1561.0,0.8573310971260071,0.938785750125439,-0.18898674845695498,-0.311399936676025,0.0,0.0,0.0,ANDRÉS BAREA,Josefa,josefa_andrés_barea
13,"ANDRIKIENĖ, Laima Liucija",14,"ANDRIKIENĖ, Laima Liucija",Lithuania,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Group of the European People's Party (Christian Democrats),3196.0,125.0,82.0,2012.0,0.894221723079681,0.961772853185596,-0.0153229087591171,-0.9767849445343021,0.0,0.0,0.0,ANDRIKIENĖ,Laima Liucija,laima_liucija_andrikienė
14,"ANGELILLI, Roberta",15,"ANGELILLI, Roberta",Italy,Nuovo Centrodestra,Group of the European People's Party (Christian Democrats),3581.0,148.0,188.0,2009.0,0.838124334812164,0.9433007087411409,-0.0245007760822773,-0.859848916530609,0.0,0.0,0.0,ANGELILLI,Roberta,roberta_angelilli
15,"ANTINORO, Antonello",16,"ANTINORO, Antonello",Italy,Unione dei Democratici cristiani e dei Democratici di Centro,Group of the European People's Party (Christian Democrats),2218.0,91.0,77.0,1339.0,0.856858670711517,0.9548993288590601,-0.0169793087989092,-0.8610690236091609,0.0,0.0,0.0,ANTINORO,Antonello,antonello_antinoro
16,"ANTONESCU, Elena Oana",17,"ANTONESCU, Elena Oana",Romania,Partidul Democrat-Liberal,Group of the European People's Party (Christian Democrats),3684.0,109.0,119.0,2175.0,0.8836548328399659,0.9625431246919659,-0.0241071414202452,-0.882114052772522,0.0,0.0,0.0,ANTONESCU,Elena Oana,elena_oana_antonescu
17,"ANTONIOZZI, Alfredo",18,"ANTONIOZZI, Alfredo",Italy,Nuovo Centrodestra,Group of the European People's Party (Christian Democrats),2302.0,53.0,72.0,1349.0,0.898646354675293,0.966896186440678,-0.0130735617130995,-0.9999145269393921,0.0,0.0,0.0,ANTONIOZZI,Alfredo,alfredo_antoniozzi
18,"ARIAS ECHEVERRÍA, Pablo",19,"ARIAS ECHEVERRÍA, Pablo",Spain,Partido Popular,Group of the European People's Party (Christian Democrats),3192.0,142.0,98.0,2118.0,0.884813487529755,0.9567567567567571,-0.0112610999494791,-0.9999365806579591,0.0,0.0,0.0,ARIAS ECHEVERRÍA,Pablo,pablo_arias_echeverría
19,"ARIF, Kader",20,"ARIF, Kader",France,Parti socialiste,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1405.0,73.0,85.0,598.0,0.8512043952941891,0.926885701064322,-0.218892395496368,-0.11095938086509699,0.0,0.0,0.0,ARIF,Kader,kader_arif
20,"ARLACCHI, Pino",21,"ARLACCHI, Pino",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3370.0,193.0,230.0,1233.0,0.8089002370834351,0.9158376442499009,-0.18588726222515098,-0.0833901390433311,0.0,0.0,0.0,ARLACCHI,Pino,pino_arlacchi
21,"ARSENIS, Kriton",22,"ARSENIS, Kriton",Greece,-,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3382.0,152.0,205.0,1245.0,0.8291466236114499,0.928370786516854,-0.22345806658268,-0.0415037758648396,0.0,0.0,0.0,ARSENIS,Kriton,kriton_arsenis
22,"ASHWORTH, Richard",23,"ASHWORTH, Richard",United Kingdom,Conservative Party,European Conservatives and Reformists Group,2183.0,122.0,88.0,3133.0,0.849838018417358,0.9619978284473399,0.16511596739292098,0.764525651931763,0.0,0.0,0.0,ASHWORTH,Richard,richard_ashworth
23,"ATKINS, Sir Robert",24,"ATKINS, Sir Robert",United Kingdom,Conservative Party,European Conservatives and Reformists Group,1611.0,109.0,72.0,2200.0,0.835745632648468,0.9546593186372749,0.16120046377182,0.7528503537178041,0.0,0.0,0.0,ATKINS,Sir Robert,sir_robert_atkins
24,"ATTARD-MONTALTO, John",25,"ATTARD-MONTALTO, John",Malta,Partit Laburista,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2312.0,139.0,155.0,1005.0,0.78344863653183,0.9185821102187759,-0.18107260763645197,-0.17558392882347099,0.0,0.0,0.0,ATTARD-MONTALTO,John,john_attard-montalto
25,"AUDY, Jean-Pierre",26,"AUDY, Jean-Pierre",France,Union pour un Mouvement Populaire,Group of the European People's Party (Christian Democrats),3799.0,127.0,151.0,2241.0,0.890263020992279,0.9559987337765121,-0.0253798570483923,-0.9727391600608829,0.0,0.0,0.0,AUDY,Jean-Pierre,jean-pierre_audy
26,"AUKEN, Margrete",27,"AUKEN, Margrete",Denmark,Socialistisk Folkeparti,Group of the Greens/European Free Alliance,3766.0,275.0,169.0,1486.0,0.822314262390137,0.922050561797753,-0.358281672000885,0.7870338559150699,0.0,0.0,0.0,AUKEN,Margrete,margrete_auken
27,"AYALA SENDER, Inés",28,"AYALA SENDER, Inés",Spain,Partido Socialista Obrero Español,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3699.0,164.0,158.0,1375.0,0.852693021297455,0.9403261675315051,-0.184716209769249,-0.33125680685043296,0.0,0.0,0.0,AYALA SENDER,Inés,inés_ayala_sender
28,"AYLWARD, Liam",29,"AYLWARD, Liam",Ireland,Fianna Fáil Party,Group of the Alliance of Liberals and Democrats for Europe,3686.0,494.0,426.0,1550.0,0.720901966094971,0.8505523066926579,-0.0990335568785667,0.31417298316955605,0.0,0.0,0.0,AYLWARD,Liam,liam_aylward
29,"AYUSO, Pilar",30,"AYUSO, Pilar",Spain,Partido Popular,Group of the European People's Party (Christian Democrats),3052.0,135.0,105.0,1752.0,0.8770887851715091,0.952418715305313,-0.0152959516271949,-0.999883055686951,0.0,0.0,0.0,AYUSO,Pilar,pilar_ayuso
30,"BAALEN, Johannes Cornelis van",31,"BAALEN, Johannes Cornelis van",Netherlands,Volkspartij voor Vrijheid en Democratie,Group of the Alliance of Liberals and Democrats for Europe,2126.0,415.0,215.0,1039.0,0.695724129676819,0.83399209486166,-0.0380899347364902,0.45534375309944203,0.0,0.0,0.0,BAALEN,Johannes Cornelis van,johannes_cornelis_van_baalen
31,"BACH, Georges",32,"BACH, Georges",Luxembourg,Parti chrétien social luxembourgeois,Group of the European People's Party (Christian Democrats),3760.0,184.0,183.0,2157.0,0.844811499118805,0.9415977084659449,-0.030602103099227004,-0.762853860855103,0.0,0.0,0.0,BACH,Georges,georges_bach
32,"BADIA i CUTCHET, Maria",33,"BADIA i CUTCHET, Maria",Spain,Partit dels Socialistes de Catalunya,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3843.0,150.0,191.0,1490.0,0.8597218990325931,0.939901304194572,-0.19290344417095198,-0.279699206352234,0.0,0.0,0.0,BADIA i CUTCHET,Maria,maria_badia_i_cutchet
33,"BALČYTIS, Zigmantas",34,"BALČYTIS, Zigmantas",Lithuania,Lietuvos socialdemokratų partija,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2990.0,89.0,86.0,1214.0,0.885655224323273,0.96003653802238,-0.19263941049575797,-0.25804814696312,0.0,0.0,0.0,BALČYTIS,Zigmantas,zigmantas_balčytis
34,"BALCZÓ, Zoltán",35,"BALCZÓ, Zoltán",Hungary,Independent,Non-attached Members,146.0,59.0,88.0,79.0,0.4106298983097079,0.6048387096774189,0.12508861720562,0.842140555381775,0.0,0.0,0.0,BALCZÓ,Zoltán,zoltán_balczó
35,"BALDASSARRE, Raffaele",36,"BALDASSARRE, Raffaele",Italy,Forza Italia,Group of the European People's Party (Christian Democrats),3088.0,107.0,138.0,1835.0,0.8702204823493961,0.952592879256966,-0.0172393172979355,-0.954760193824768,0.0,0.0,0.0,BALDASSARRE,Raffaele,raffaele_baldassarre
36,"BALZ, Burkhard",37,"BALZ, Burkhard",Germany,Christlich Demokratische Union Deutschlands,Group of the European People's Party (Christian Democrats),3283.0,132.0,89.0,2034.0,0.890299916267395,0.9600938967136151,-0.0110853156074882,-0.948413252830505,0.0,0.0,0.0,BALZ,Burkhard,burkhard_balz
37,"BALZANI, Francesca",38,"BALZANI, Francesca",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2981.0,129.0,154.0,1222.0,0.8608295917510991,0.9369148461881409,-0.209783121943474,-0.11787874996662101,0.0,0.0,0.0,BALZANI,Francesca,francesca_balzani
38,"BARNIER, Michel",39,"BARNIER, Michel",France,Independent,Group of the European People's Party (Christian Democrats),129.0,4.0,8.0,97.0,0.909095704555511,0.949579831932773,-0.0248281378298998,-0.999691784381866,0.0,0.0,0.0,BARNIER,Michel,michel_barnier
39,"BARTOLOZZI, Paolo",40,"BARTOLOZZI, Paolo",Italy,Forza Italia,Group of the European People's Party (Christian Democrats),2960.0,85.0,83.0,1683.0,0.8988294005393979,0.9650800249428392,-0.0182725209742785,-0.999833106994629,0.0,0.0,0.0,BARTOLOZZI,Paolo,paolo_bartolozzi
40,"BĂSESCU, Elena",41,"BĂSESCU, Elena",Romania,Partidul Democrat-Liberal,Group of the European People's Party (Christian Democrats),3139.0,123.0,87.0,1932.0,0.893436849117279,0.960234804014391,-0.0158068556338549,-0.9998750686645509,0.0,0.0,0.0,BĂSESCU,Elena,elena_băsescu
41,"BASTOS, Regina",42,"BASTOS, Regina",Portugal,Partido Social Democrata,Group of the European People's Party (Christian Democrats),3582.0,102.0,148.0,2054.0,0.888826608657837,0.957526333673123,-0.0273968912661076,-0.999624669551849,0.0,0.0,0.0,BASTOS,Regina,regina_bastos
42,"BATTEN, Gerard",43,"BATTEN, Gerard",United Kingdom,United Kingdom Independence Party,Europe of freedom and democracy Group,419.0,489.0,190.0,2400.0,0.7055377960205079,0.805889079473985,0.845311880111694,0.5342730879783629,0.0,0.0,0.0,BATTEN,Gerard,gerard_batten
43,"BAUDIS, Dominique",44,"BAUDIS, Dominique",France,Independent,Group of the European People's Party (Christian Democrats),952.0,42.0,45.0,564.0,0.8861644268035892,0.945726762320649,-0.0193467475473881,-0.882846236228943,0.0,0.0,0.0,BAUDIS,Dominique,dominique_baudis
44,"BAUER, Edit",45,"BAUER, Edit",Slovakia,Strana mad'arskej komunity- Magyar Közösség Pártja,Group of the European People's Party (Christian Democrats),3725.0,178.0,135.0,2207.0,0.8656299710273739,0.9498799039231379,-0.0201739352196455,-0.840737879276276,0.0,0.0,0.0,BAUER,Edit,edit_bauer
45,"BEARDER, Catherine",46,"BEARDER, Catherine",United Kingdom,Liberal Democrats Party,Group of the Alliance of Liberals and Democrats for Europe,3270.0,358.0,208.0,1561.0,0.7729593515396121,0.8951269223642759,-0.09737578779459,0.40919041633606,0.0,0.0,0.0,BEARDER,Catherine,catherine_bearder
46,"BECALI, George",47,"BECALI, George",Romania,Partidul România Mare,Non-attached Members,353.0,31.0,84.0,60.0,0.589140295982361,0.78219696969697,-0.0600937865674496,-0.0618084818124771,0.0,0.0,0.0,BECALI,George,george_becali
47,"BÉCHU, Christophe",48,"BÉCHU, Christophe",France,Independent,Group of the European People's Party (Christian Democrats),498.0,15.0,14.0,359.0,0.9101349711418149,0.967268623024831,-0.006155924405902621,-0.9001251459121701,0.0,0.0,0.0,BÉCHU,Christophe,christophe_béchu
48,"BELDER, Bastiaan",49,"BELDER, Bastiaan",Netherlands,Staatkundig Gereformeerde Partij,Europe of freedom and democracy Group,2187.0,648.0,852.0,2255.0,0.56784850358963,0.747559744193874,0.0878986120223999,0.49236506223678606,0.0,0.0,0.0,BELDER,Bastiaan,bastiaan_belder
49,"BELET, Ivo",50,"BELET, Ivo",Belgium,Christen-Democratisch & Vlaams,Group of the European People's Party (Christian Democrats),3500.0,107.0,138.0,1966.0,0.873721957206726,0.9571003326912969,-0.036586556583642994,-0.724409937858582,0.0,0.0,0.0,BELET,Ivo,ivo_belet
50,"BÉLIER, Sandrine",51,"BÉLIER, Sandrine",France,Europe Écologie,Group of the Greens/European Free Alliance,3796.0,237.0,144.0,1497.0,0.848729312419891,0.932851603806838,-0.394514471292496,0.77586030960083,0.0,0.0,0.0,BÉLIER,Sandrine,sandrine_bélier
51,"BENARAB-ATTOU, Malika",52,"BENARAB-ATTOU, Malika",France,Europe Écologie,Group of the Greens/European Free Alliance,3681.0,238.0,146.0,1457.0,0.835829317569733,0.9304599782687428,-0.3813707232475279,0.811321139335632,0.0,0.0,0.0,BENARAB-ATTOU,Malika,malika_benarab-attou
52,"BENDTSEN, Bendt",53,"BENDTSEN, Bendt",Denmark,Det Konservative Folkeparti,Group of the European People's Party (Christian Democrats),2926.0,505.0,281.0,1804.0,0.725289106369019,0.857505438723713,-0.0109405461698771,-0.0427331067621708,0.0,0.0,0.0,BENDTSEN,Bendt,bendt_bendtsen
53,"BENNAHMIAS, Jean-Luc",54,"BENNAHMIAS, Jean-Luc",France,Mouvement Démocrate,Group of the Alliance of Liberals and Democrats for Europe,3646.0,411.0,528.0,1095.0,0.717152059078217,0.8346830985915491,-0.23450906574726102,0.42346385121345503,0.0,0.0,0.0,BENNAHMIAS,Jean-Luc,jean-luc_bennahmias
54,"BERÈS, Pervenche",55,"BERÈS, Pervenche",France,Parti socialiste,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3523.0,144.0,202.0,1416.0,0.835989058017731,0.934531693472091,-0.19717264175414997,-0.20252098143100697,0.0,0.0,0.0,BERÈS,Pervenche,pervenche_berès
55,"BERLATO, Sergio",56,"BERLATO, Sergio",Italy,Forza Italia,Group of the European People's Party (Christian Democrats),3403.0,98.0,88.0,1993.0,0.8996089100837711,0.96667860981727,-0.0153652438893914,-0.99988204240799,0.0,0.0,0.0,BERLATO,Sergio,sergio_berlato
56,"BERLINGUER, Luigi",57,"BERLINGUER, Luigi",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2939.0,97.0,112.0,1226.0,0.8759388327598571,0.952217649748514,-0.18691021203994798,-0.27466955780983,0.0,0.0,0.0,BERLINGUER,Luigi,luigi_berlinguer
57,"BERMAN, Thijs",58,"BERMAN, Thijs",Netherlands,Partij van de Arbeid,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3768.0,207.0,279.0,1384.0,0.813649773597717,0.913799219581412,-0.21244740486145,0.12076157331466698,0.0,0.0,0.0,BERMAN,Thijs,thijs_berman
58,"BESSET, Jean-Paul",59,"BESSET, Jean-Paul",France,Europe Écologie,Group of the Greens/European Free Alliance,3445.0,207.0,142.0,1383.0,0.841218769550323,0.932586440023179,-0.386192739009857,0.780640065670013,0.0,0.0,0.0,BESSET,Jean-Paul,jean-paul_besset
59,"BIELAN, Adam",60,"BIELAN, Adam",Poland,Polska Razem Jarosława Gowina,European Conservatives and Reformists Group,2123.0,294.0,379.0,2764.0,0.744553446769714,0.8789568345323739,0.133674129843712,0.43411570787429793,0.0,0.0,0.0,BIELAN,Adam,adam_bielan
60,"BILBAO BARANDICA, Izaskun",61,"BILBAO BARANDICA, Izaskun",Spain,Partido Nacionalista Vasco,Group of the Alliance of Liberals and Democrats for Europe,3830.0,401.0,487.0,1453.0,0.7402032613754269,0.8561011181332041,-0.108796998858452,0.17731900513172102,0.0,0.0,0.0,BILBAO BARANDICA,Izaskun,izaskun_bilbao_barandica
61,"BINEV, Slavi",62,"BINEV, Slavi",Bulgaria,National Front for the Salvation of Bulgaria,Europe of freedom and democracy Group,1591.0,355.0,574.0,860.0,0.540331304073334,0.725147928994083,0.0638487040996552,0.45836928486823997,0.0,0.0,0.0,BINEV,Slavi,slavi_binev
62,"BISKY, Lothar",63,"BISKY, Lothar",Germany,DIE LINKE.,Confederal Group of the European United Left - Nordic Green Left,1874.0,422.0,274.0,706.0,0.6759632229804989,0.787545787545788,-0.8165882229804989,0.0323401167988777,0.0,0.0,0.0,BISKY,Lothar,lothar_bisky
63,"BIZZOTTO, Mara",64,"BIZZOTTO, Mara",Italy,Lega Nord,Europe of freedom and democracy Group,2104.0,702.0,909.0,1524.0,0.48858740925788896,0.69249856842909,0.0625164806842804,0.42092585563659707,0.0,0.0,0.0,BIZZOTTO,Mara,mara_bizzotto
64,"BLINKEVIČIŪTĖ, Vilija",65,"BLINKEVIČIŪTĖ, Vilija",Lithuania,Lietuvos socialdemokratų partija,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3659.0,94.0,105.0,1548.0,0.8895261287689209,0.963189049204587,-0.190044343471527,-0.26966878771781894,0.0,0.0,0.0,BLINKEVIČIŪTĖ,Vilija,vilija_blinkevičiūtė
65,"BLOOM, Godfrey",66,"BLOOM, Godfrey",United Kingdom,United Kingdom Independence Party,Non-attached Members,120.0,180.0,53.0,734.0,0.6832075715064999,0.785648574057038,0.872802317142487,0.488074004650116,0.0,0.0,0.0,BLOOM,Godfrey,godfrey_bloom
66,"BODU, Sebastian Valentin",67,"BODU, Sebastian Valentin",Romania,Partidul Naţional Ţaranesc Creştin Democrat,Group of the European People's Party (Christian Democrats),3509.0,135.0,128.0,2147.0,0.859895288944244,0.955566818719378,-0.0162668377161026,-0.8716167211532589,0.0,0.0,0.0,BODU,Sebastian Valentin,sebastian_valentin_bodu
67,"BÖGE, Reimer",68,"BÖGE, Reimer",Germany,Christlich Demokratische Union Deutschlands,Group of the European People's Party (Christian Democrats),3224.0,152.0,97.0,1946.0,0.880629062652588,0.954050562834471,-0.0145524870604277,-0.924932777881622,0.0,0.0,0.0,BÖGE,Reimer,reimer_böge
68,"BOKROS, Lajos",69,"BOKROS, Lajos",Hungary,Modern Magyarország Mozgalom,European Conservatives and Reformists Group,1557.0,144.0,161.0,2090.0,0.793256044387817,0.922823886639676,0.141370192170143,0.635691523551941,0.0,0.0,0.0,BOKROS,Lajos,lajos_bokros
69,"BONSIGNORE, Vito",70,"BONSIGNORE, Vito",Italy,Nuovo Centrodestra,Group of the European People's Party (Christian Democrats),2623.0,94.0,141.0,1436.0,0.846197962760925,0.9452724732184441,-0.0185318533331156,-0.835600614547729,0.0,0.0,0.0,BONSIGNORE,Vito,vito_bonsignore
70,"BONTES, Louis",71,"BONTES, Louis",Netherlands,Independent,Non-attached Members,82.0,114.0,28.0,348.0,0.6200647950172421,0.7517482517482521,0.9518978595733639,0.0376768261194229,0.0,0.0,0.0,BONTES,Louis,louis_bontes
71,"BORGHEZIO, Mario",72,"BORGHEZIO, Mario",Italy,Lega Nord,Non-attached Members,1913.0,670.0,925.0,1498.0,0.481905937194824,0.6813823411905711,0.0684168413281441,0.41979810595512396,0.0,0.0,0.0,BORGHEZIO,Mario,mario_borghezio
72,"BORSELLINO, Rita",73,"BORSELLINO, Rita",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2923.0,88.0,117.0,1164.0,0.879172146320343,0.9522367194780991,-0.19809189438819896,-0.22965931892395,0.0,0.0,0.0,BORSELLINO,Rita,rita_borsellino
73,"BORYS, Piotr",74,"BORYS, Piotr",Poland,Platforma Obywatelska,Group of the European People's Party (Christian Democrats),3424.0,174.0,118.0,2113.0,0.876145899295807,0.9499056441928291,-0.00967921130359173,-0.999953150749207,0.0,0.0,0.0,BORYS,Piotr,piotr_borys
74,"BOŞTINARU, Victor",75,"BOŞTINARU, Victor",Romania,Partidul Social Democrat,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4133.0,154.0,135.0,1715.0,0.8688967823982242,0.9529085872576178,-0.18707513809204102,-0.28090122342109697,0.0,0.0,0.0,BOŞTINARU,Victor,victor_boştinaru
75,"BOVÉ, José",76,"BOVÉ, José",France,Europe Écologie,Group of the Greens/European Free Alliance,3622.0,205.0,145.0,1423.0,0.8395050764083859,0.9351251158480071,-0.3906534910202029,0.810286045074463,0.0,0.0,0.0,BOVÉ,José,josé_bové
76,"BOWLES, Sharon",77,"BOWLES, Sharon",United Kingdom,Liberal Democrats Party,Group of the Alliance of Liberals and Democrats for Europe,3368.0,426.0,227.0,1610.0,0.770049870014191,0.88403480731664,-0.0889499858021736,0.413654506206512,0.0,0.0,0.0,BOWLES,Sharon,sharon_bowles
77,"BOZKURT, Emine",78,"BOZKURT, Emine",Netherlands,Partij van de Arbeid,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3833.0,200.0,196.0,1463.0,0.843325793743134,0.930428671820098,-0.20471946895122503,0.0413243398070335,0.0,0.0,0.0,BOZKURT,Emine,emine_bozkurt
78,"BRADBOURN, Philip",79,"BRADBOURN, Philip",United Kingdom,Conservative Party,European Conservatives and Reformists Group,1495.0,94.0,56.0,2177.0,0.8499426841735841,0.960753532182104,0.17583175003528603,0.7727003693580631,0.0,0.0,0.0,BRADBOURN,Philip,philip_bradbourn
79,"BRANTNER, Franziska Katharina",80,"BRANTNER, Franziska Katharina",Germany,Bündnis 90/Die Grünen,Group of the Greens/European Free Alliance,2101.0,126.0,76.0,841.0,0.8372237086296078,0.9357506361323158,-0.374511152505875,0.796856939792633,0.0,0.0,0.0,BRANTNER,Franziska Katharina,franziska_katharina_brantner
80,"BREPOELS, Frieda",81,"BREPOELS, Frieda",Belgium,Nieuw-Vlaamse Alliantie,Group of the Greens/European Free Alliance,1591.0,145.0,203.0,510.0,0.7285648584365841,0.8579011841567991,-0.164279952645302,0.5670512318611151,0.0,0.0,0.0,BREPOELS,Frieda,frieda_brepoels
81,"BŘEZINA, Jan",82,"BŘEZINA, Jan",Czech Republic,-,Group of the European People's Party (Christian Democrats),3399.0,225.0,112.0,2111.0,0.8459820747375492,0.9423636052676592,-0.000837813771795481,-0.722079157829285,0.0,0.0,0.0,BŘEZINA,Jan,jan_březina
82,"AUCONIE, Sophie",83,"AUCONIE, Sophie",France,Union des Démocrates et Indépendants,Group of the European People's Party (Christian Democrats),3446.0,150.0,177.0,2007.0,0.8696954846382141,0.943425605536332,-0.0362431742250919,-0.8427453637123109,0.0,0.0,0.0,AUCONIE,Sophie,sophie_auconie
83,"BROK, Elmar",84,"BROK, Elmar",Germany,Christlich Demokratische Union Deutschlands,Group of the European People's Party (Christian Democrats),2965.0,112.0,107.0,1795.0,0.8812090754508969,0.9560152641092591,-0.0223434362560511,-0.968315780162811,0.0,0.0,0.0,BROK,Elmar,elmar_brok
84,"BRONS, Andrew Henry William",85,"BRONS, Andrew Henry William",United Kingdom,British Democratic Party,Non-attached Members,914.0,536.0,1043.0,2874.0,0.580344259738922,0.7057946711384391,0.9842693209648129,0.17667469382286102,0.0,0.0,0.0,BRONS,Andrew Henry William,andrew_henry_william_brons
85,"BRZOBOHATÁ, Zuzana",86,"BRZOBOHATÁ, Zuzana",Czech Republic,Česká strana sociálně demokratická,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4096.0,125.0,114.0,1695.0,0.8846349120140079,0.960364842454395,-0.193907350301743,-0.248256757855415,0.0,0.0,0.0,BRZOBOHATÁ,Zuzana,zuzana_brzobohatá
86,"BUFTON, John",87,"BUFTON, John",United Kingdom,United Kingdom Independence Party,Europe of freedom and democracy Group,392.0,428.0,156.0,1976.0,0.696072936058044,0.8021680216802171,0.854043841362,0.520201027393341,0.0,0.0,0.0,BUFTON,John,john_bufton
87,"BULLMANN, Udo",88,"BULLMANN, Udo",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3756.0,144.0,105.0,1333.0,0.891014993190765,0.953353315848632,-0.23181281983852398,0.0216529052704573,0.0,0.0,0.0,BULLMANN,Udo,udo_bullmann
88,"BUŞOI, Cristian Silviu",89,"BUŞOI, Cristian Silviu",Romania,Partidul Naţional Liberal,Group of the Alliance of Liberals and Democrats for Europe,1838.0,170.0,131.0,789.0,0.785531342029572,0.8971994535519129,-0.10546678304672198,0.269710719585419,0.0,0.0,0.0,BUŞOI,Cristian Silviu,cristian_silviu_buşoi
89,"BUSUTTIL, Simon",90,"BUSUTTIL, Simon",Malta,Partit Nazzjonalista,Group of the European People's Party (Christian Democrats),1725.0,61.0,62.0,1083.0,0.875607073307037,0.958034800409417,-0.0106162922456861,-0.7549483180046078,0.0,0.0,0.0,BUSUTTIL,Simon,simon_busuttil
