"Vote.Id" "Order" "X" "Date" "Title" "Procedure" "Leg.NonLeg" "Type.of.Vote" "Rule" "Rapporteur" "Link" "Committee" "Policy.Area" "Part.no" "Subject" "Am.no" "Author" "RCV" "Result" "Yaes" "Nays" "Abstentions" "Excluded"
"433" 433 11 3 "13/04/2005" "Meeting of the European Council (Brussels, 22 and 23 March 2005)" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN" "0" "Constitutional and inter-institutional affairs" "" "After § 2" "8" "GUE/NGL" "RCV" "-" "77" 504 8 0
"434" 434 11 4 "13/04/2005" "Meeting of the European Council (Brussels, 22 and 23 March 2005)" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN" "0" "Constitutional and inter-institutional affairs" "" "§ 14" "9" "GUE/NGL" "RCV" "-" "83" 465 36 0
"435" 435 11 5 "13/04/2005" "Meeting of the European Council (Brussels, 22 and 23 March 2005)" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN" "0" "Constitutional and inter-institutional affairs" "" "§ 14" "3" "Verts/ALE" "RCV" "-" "115" 460 9 0
"436" 436 11 6 "13/04/2005" "Meeting of the European Council (Brussels, 22 and 23 March 2005)" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN" "0" "Constitutional and inter-institutional affairs" "" "§ 14" "§" "" "RCV" "+" "423" 148 15 0
"437" 437 11 7 "13/04/2005" "Meeting of the European Council (Brussels, 22 and 23 March 2005)" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN" "0" "Constitutional and inter-institutional affairs" "" "After § 14" "4" "Verts/ALE" "RCV" "-" "126" 428 24 0
"438" 438 11 8 "13/04/2005" "Meeting of the European Council (Brussels, 22 and 23 March 2005)" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN" "0" "Constitutional and inter-institutional affairs" "" "After § 16" "10" "GUE/NGL" "RCV" "-" "111" 443 14 0
"439" 439 11 9 "13/04/2005" "Meeting of the European Council (Brussels, 22 and 23 March 2005)" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN" "0" "Constitutional and inter-institutional affairs" "2" "§ 17" "§" "" "RCV" "+" "448" 90 35 0
"440" 440 11 10 "13/04/2005" "Meeting of the European Council (Brussels, 22 and 23 March 2005)" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN" "0" "Constitutional and inter-institutional affairs" "" "After § 24" "6" "Verts/ALE" "RCV" "-" "58" 492 24 0
"441" 441 11 11 "13/04/2005" "Meeting of the European Council (Brussels, 22 and 23 March 2005)" "RSP" "Non" "Joint motion for a resolution (as a whole)" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN" "0" "Constitutional and inter-institutional affairs" "" "vote: resolution (as a whole)" "" "" "RCV" "+" "363" 92 39 0
"442" 442 12 1 "14/04/2005" "Southern hake and Norway lobster stocks" "CNS *" "Leg" "Proposal for a Council regulation" "s" "Rosa MIGUÉLEZ RAMOS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "PECHE" "Fisheries" "" "After Article 22" "30" "GUE/NGL" "RCV" "-" "103" 453 5 0
"443" 443 12 2 "14/04/2005" "Southern hake and Norway lobster stocks" "CNS *" "Leg" "Proposal for a Council regulation" "s" "Rosa MIGUÉLEZ RAMOS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "PECHE" "Fisheries" "" "After recital 4" "28" "GUE/NGL" "RCV" "-" "118" 437 6 0
"444" 444 12 3 "14/04/2005" "Southern hake and Norway lobster stocks" "CNS *" "Leg" "Proposal for a Council regulation" "s" "Rosa MIGUÉLEZ RAMOS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "PECHE" "Fisheries" "" "After recital 4" "29" "GUE/NGL" "RCV" "-" "139" 402 24 0
"445" 445 12 4 "14/04/2005" "Southern hake and Norway lobster stocks" "CNS *" "Leg" "Legislative resolution" "s" "Rosa MIGUÉLEZ RAMOS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "PECHE" "Fisheries" "" "vote: legislative resolution" "" "" "RCV" "+" "478" 48 35 0
"446" 446 12 1 "14/04/2005" "Regional integration in the western Balkans" "RSP" "Non" "Motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "AFET" "Foreign & security policy" "" "§ 12" "45" "PPE-DE, PSE" "RCV" "+" "411" 102 45 0
"447" 447 12 2 "14/04/2005" "Regional integration in the western Balkans" "RSP" "Non" "Motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "AFET" "Foreign & security policy" "" "After § 14" "46" "PPE-DE, PSE" "RCV" "+" "525" 6 33 0
"448" 448 12 3 "14/04/2005" "Regional integration in the western Balkans" "RSP" "Non" "Motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "AFET" "Foreign & security policy" "" "After § 33" "25" "ALDE" "RCV" "-" "139" 398 26 0
"449" 449 12 4 "14/04/2005" "Regional integration in the western Balkans" "RSP" "Non" "Motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "AFET" "Foreign & security policy" "" "After § 44" "22" "PPE-DE" "RCV" "+" "526" 18 22 0
"450" 450 12 1 "14/04/2005" "Common Foreign and Security Policy (2003)" "INI" "Non" "Motion for a resolution" "s" "Elmar BROK" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "AFET" "Foreign & security policy" "" "§ 14" "§" "" "RCV" "+" "444" 87 19 0
"451" 451 12 2 "14/04/2005" "Common Foreign and Security Policy (2003)" "INI" "Non" "Motion for a resolution" "s" "Elmar BROK" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "AFET" "Foreign & security policy" "" "§ 45" "§" "" "RCV" "+" "428" 96 16 0
"452" 452 12 3 "14/04/2005" "Common Foreign and Security Policy (2003)" "INI" "Non" "Motion for a resolution" "s" "Elmar BROK" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "AFET" "Foreign & security policy" "" "§ 46" "§" "" "RCV" "+" "418" 93 28 0
"453" 453 12 4 "14/04/2005" "Common Foreign and Security Policy (2003)" "INI" "Non" "Motion for a resolution (as a whole)" "s" "Elmar BROK" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "AFET" "Foreign & security policy" "" "vote: resolution (as a whole" "" "" "RCV" "+" "431" 85 31 0
"454" 454 12 1 "14/04/2005" "European Security Strategy" "INI" "Non" "Motion for a resolution (as a whole)" "s" "Helmut KUHNE" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "AFET" "Foreign & security policy" "" "vote: resolution (as a whole" "" "" "RCV" "+" "421" 90 15 0
"455" 455 12 1 "14/04/2005" "Bangladesh" "RSP" "Non" "Joint motion for a resolution (as a whole)" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "0" "Foreign & security policy" "" "vote: resolution (as a whole" "" "" "RCV" "+" "93" 2 3 0
"456" 456 12 1 "14/04/2005" "Lampedusa" "RSP" "Non" "Joint motion for a resolution (as a whole)" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "0" "Foreign & security policy" "" "vote: resolution (as a whole" "" "PPE-DE" "RCV" "+" "51" 50 0 0
"457" 457 12 1 "14/04/2005" "Drought in Portugal" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "0" "Agriculture" "" "after § 1" "1" "GUE/NGL" "RCV" "-" "45" 50 1 0
"458" 458 12 2 "14/04/2005" "Drought in Portugal" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "0" "Agriculture" "" "§ 4" "2" "GUE/NGL" "RCV" "+" "69" 25 1 0
"459" 459 12 3 "14/04/2005" "Drought in Portugal" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "0" "Agriculture" "" "after § 4" "3" "GUE/NGL" "RCV" "+" "78" 13 9 0
"460" 460 12 4 "14/04/2005" "Drought in Portugal" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC" "0" "Agriculture" "" "§ 5" "4" "GUE/NGL" "RCV" "-" "44" 56 2 0
"461" 461 13 1 "28/04/2005" "EC-Mexico scientific and technological cooperation agreement" "CNS *" "Leg" "Proposal for a Council decision, single vote" "s" "Gilles CHICHESTER" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "ITRE" "Industry, research & energy" "" "single vote" "" "" "RCV" "+" "543" 2 14 0
"462" 462 13 1 "28/04/2005" "Schengen Information System – access for vehicle registration services" "COD ***II" "Leg" "Common position of the Council, block vote" "q" "Carlos COELHO" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "LIBE" "Civil liberties, justice & home affairs" "" "Amendments by the committee responsible – block vote" "3-Jan" "Committee" "RCV" "+" "512" 20 39 0
"463" 463 13 1 "28/04/2005" "Protection of groundwater against pollution" "COD ***II" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Christa Klaß" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "ENVI" "Environment & public health" "" "Amendments by the committee responsible  – separate votes" "24" "Committee" "RCV" "+" "371" 200 16 0
"464" 464 13 2 "28/04/2005" "Protection of groundwater against pollution" "COD ***II" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Christa Klaß" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "ENVI" "Environment & public health" "" "after Article 3" "97" "Verts/ALE" "RCV" "-" "244" 345 15 0
"465" 465 13 3 "28/04/2005" "Protection of groundwater against pollution" "COD ***II" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Christa Klaß" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "ENVI" "Environment & public health" "" "Article 6 – whole" "94" "PSE+ALDE+Verts/ALE+GUE/NGL" "RCV" "-" "288" 300 15 0
"466" 466 13 4 "28/04/2005" "Protection of groundwater against pollution" "COD ***II" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Christa Klaß" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "ENVI" "Environment & public health" "" "Article 6 – whole" "119" "IND/DEM" "RCV" "-" "42" 535 7 0
"467" 467 13 5 "28/04/2005" "Protection of groundwater against pollution" "COD ***II" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Christa Klaß" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "ENVI" "Environment & public health" "" "Article 6, additional text" "45" "Committee" "RCV" "-" "242" 342 9 0
"468" 468 13 6 "28/04/2005" "Protection of groundwater against pollution" "COD ***II" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Christa Klaß" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "ENVI" "Environment & public health" "" "after Article 7" "108" "ALDE" "RCV" "-" "279" 315 8 0
"469" 469 13 7 "28/04/2005" "Protection of groundwater against pollution" "COD ***II" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Christa Klaß" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "ENVI" "Environment & public health" "" "Annex 1, table, 'pesticides', column 2" "102=122=" "Verts/ALE
IND/DEM" "RCV" "-" "105" 475 22 0
"470" 470 13 1 "28/04/2005" "Internal market in the new Member States" "INI" "Non" "Motion for a resolution" "" "Malgorzata HANDZLIK" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "IMCO" "Internal market & consumer protection" "" "§ 14" "1" "Verts/ALE" "RCV" "-" "125" 445 13 0
"471" 471 13 1 "28/04/2005" "Human rights in the world 2004 and the EU’s policy" "INI" "Non" "Motion for a resolution" "s" "Simon COVENEY" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "AFET" "Foreign & security policy" "" "§ 14" "17" "GUE/NGL" "RCV" "-" "103" 450 12 0
"472" 472 13 2 "28/04/2005" "Human rights in the world 2004 and the EU’s policy" "INI" "Non" "Motion for a resolution" "s" "Simon COVENEY" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "AFET" "Foreign & security policy" "" "§ 55" "2" "ALDE" "RCV" "-" "162" 397 15 0
"473" 473 13 3 "28/04/2005" "Human rights in the world 2004 and the EU’s policy" "INI" "Non" "Motion for a resolution" "s" "Simon COVENEY" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "AFET" "Foreign & security policy" "" "§ 70" "27" "GUE/NGL" "RCV" "-" "237" 330 15 0
"474" 474 13 4 "28/04/2005" "Human rights in the world 2004 and the EU’s policy" "INI" "Non" "Motion for a resolution" "s" "Simon COVENEY" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "AFET" "Foreign & security policy" "" "§ 82" "47" "Verts/ALE" "RCV" "-" "159" 401 25 0
"475" 475 13 5 "28/04/2005" "Human rights in the world 2004 and the EU’s policy" "INI" "Non" "Motion for a resolution" "s" "Simon COVENEY" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "AFET" "Foreign & security policy" "" "after § 82" "48" "Verts/ALE" "RCV" "-" "144" 391 26 0
"476" 476 13 6 "28/04/2005" "Human rights in the world 2004 and the EU’s policy" "INI" "Non" "Motion for a resolution" "s" "Simon COVENEY" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "AFET" "Foreign & security policy" "" "§ 131" "8" "PSE" "RCV" "+" "330" 211 39 0
"477" 477 13 7 "28/04/2005" "Human rights in the world 2004 and the EU’s policy" "INI" "Non" "Motion for a resolution" "s" "Simon COVENEY" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "AFET" "Foreign & security policy" "" "§ 132" "9" "PSE" "RCV" "+" "336" 201 37 0
"478" 478 13 8 "28/04/2005" "Human rights in the world 2004 and the EU’s policy" "INI" "Non" "Motion for a resolution" "s" "Simon COVENEY" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "AFET" "Foreign & security policy" "" "after § 192" "50" "Verts/ALE" "RCV" "-" "209" 311 40 0
"479" 479 13 1 "28/04/2005" "The Roma in the European Union" "INI" "Non" "Joint motion for a resolution (as a whole)" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050428&secondRef=TOC&language=EN" "0" "Civil liberties, justice & home affairs" "" "vote: resolution (as a whole)" "" "" "RCV" "+" "497" 25 30 0
"480" 480 14 1 "9/5/2005" "Change to the agenda" "" "Non" "" "" "" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050509&secondRef=TOC" "" "Internal regulations of the EP" "" "" "" "" "RCV" "-" "28" 147 11 0
"481" 481 15 1 "10/5/2005" "International Convention for the Protection of New Varieties of Plants" "CNS *" "Leg" "Proposal for a Council decision, single vote" "s" "Joseph DAUL" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050510&secondRef=TOC" "AGRI" "Agriculture" "" "single vote" "" "" "RCV" "+" "568" 17 8 0
"482" 482 15 1 "10/5/2005" "EC-Switzerland Agreement concerning participation in the European Environment Agency and the European Environment Information and Observation Network" "CNS *" "Leg" "Proposal for a Council decision, single vote" "s" "Karl-Heinz FLORENZ" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050510&secondRef=TOC" "ENVI" "Environment & public health" "" "single vote" "" "" "RCV" "+" "601" 4 4 0
"483" 483 15 1 "10/5/2005" "Quality of bathing water" "COD ***III" "Leg" "Common position adopted by the Council" "q" "Jules MAATEN" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050510&secondRef=TOC" "ENVI" "Environment & public health" "" "Amendments by the committee responsible -separate vote" "14" "Committee" "RCV" "+" "498" 109 8 0
"484" 484 15 2 "10/5/2005" "Quality of bathing water" "COD ***III" "Leg" "Common position adopted by the Council" "q" "Jules MAATEN" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050510&secondRef=TOC" "ENVI" "Environment & public health" "" "Article 1" "39" "Verts/ALE" "RCV" "-" "262" 354 11 0
"485" 485 15 3 "10/5/2005" "Quality of bathing water" "COD ***III" "Leg" "Common position adopted by the Council" "q" "Jules MAATEN" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050510&secondRef=TOC" "ENVI" "Environment & public health" "" "Article 5, § 4" "42" "Verts/ALE" "RCV" "-" "188" 415 25 0
"486" 486 15 4 "10/5/2005" "Quality of bathing water" "COD ***III" "Leg" "Common position adopted by the Council" "q" "Jules MAATEN" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050510&secondRef=TOC" "ENVI" "Environment & public health" "" "Article 12, § 1" "43" "Verts/ALE" "RCV" "-" "251" 367 11 0
"487" 487 15 5 "10/5/2005" "Quality of bathing water" "COD ***III" "Leg" "Common position adopted by the Council" "q" "Jules MAATEN" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050510&secondRef=TOC" "ENVI" "Environment & public health" "" "Article 14, before § 1" "44" "Verts/ALE" "RCV" "-" "279" 340 13 0
"488" 488 15 6 "10/5/2005" "Quality of bathing water" "COD ***III" "Leg" "Common position adopted by the Council" "q" "Jules MAATEN" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050510&secondRef=TOC" "ENVI" "Environment & public health" "1" "Article 14, § 1-3" "35" "PSE" "RCV" "-" "330" 296 6 0
"489" 489 15 7 "10/5/2005" "Quality of bathing water" "COD ***III" "Leg" "Common position adopted by the Council" "q" "Jules MAATEN" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050510&secondRef=TOC" "ENVI" "Environment & public health" "2" "Article 14, § 1-3" "35" "PSE" "RCV" "-" "238" 384 9 0
"490" 490 15 8 "10/5/2005" "Quality of bathing water" "COD ***III" "Leg" "Common position adopted by the Council" "q" "Jules MAATEN" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050510&secondRef=TOC" "ENVI" "Environment & public health" "" "Annex 1" "45=53=
46=54=" "Verts/ALE, ALDE" "RCV" "-" "181" 436 17 0
"491" 491 15 1 "10/5/2005" "Justice for the McCartney Family" "RSP" "Non" "Motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050510&secondRef=TOC" "0" "Civil liberties, justice & home affairs" "" "§ 1" "§ " "Verts/ALE" "RCV" "+" "581" 31 9 0
"492" 492 15 2 "10/5/2005" "Justice for the McCartney Family" "RSP" "Non" "Motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050510&secondRef=TOC" "0" "Civil liberties, justice & home affairs" "" "§ 3" "§" "" "RCV" "+" "578" 28 13 0
"493" 493 15 3 "10/5/2005" "Justice for the McCartney Family" "RSP" "Non" "Motion for a resolution (as a whole)" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050510&secondRef=TOC" "0" "Civil liberties, justice & home affairs" "" "vote: resolution (as a whole)" "" "" "RCV" "+" "555" 4 48 0
"494" 494 16 1 "11/5/2005" "Foodstuffs intended for particular nutritional uses" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council, single vote" "s" "Giuseppe GARGANI" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "JURI" "Juridical affairs" "" "single vote" "" "" "RCV" "+" "421" 21 7 0
"495" 495 16 1 "11/5/2005" "Potato starch quotas" "CNS *" "Leg" "Proposal for a Council regulation, single vote" "s" "Janusz WOJCIECHOWSKI" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "AGRI" "Agriculture" "" "single vote" "" "" "RCV" "+" "546" 23 9 0
"496" 496 16 1 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "Proposal to reject the Commission proposal" "37" "GUE/NGL" "RCV" "-" "82" 531 29 0
"497" 497 16 2 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "Amendments by the committee responsible – separate vote" "7" "Committee" "RCV" "+" "373" 268 13 0
"498" 498 16 3 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "Amendments by the committee responsible – separate vote" "20" "Committee" "RCV" "+" "378" 262 15 0
"499" 499 16 4 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "Amendments by the committee responsible – separate vote" "22" "Committee" "RCV" "+" "439" 201 7 0
"500" 500 16 5 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "1" "Article 1" "49" "Mann ao" "RCV" "-" "306" 308 18 0
"501" 501 16 6 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "Article 2, point 1" "39" "GUE/NGL" "RCV" "-" "78" 564 15 0
"502" 502 16 7 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "After Article 2" "40" "GUE/NGL" "RCV" "-" "69" 572 16 0
"503" 503 16 8 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "1" "After Article 2" "10" "Committee" "RCV" "+" "381" 262 10 0
"504" 504 16 9 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "2" "After Article 2" "10" "Committee" "RCV" "+" "334" 312 11 0
"505" 505 16 10 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "Article 6" "41" "GUE/NGL" "RCV" "-" "105" 536 12 0
"506" 506 16 11 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "Article 17, § 1" "31" "PPE-DE" "RCV" "-" "277" 361 20 0
"507" 507 16 12 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "1" "Article 17, § 3" "50" "Mann ao" "RCV" "-" "300" 334 24 0
"508" 508 16 13 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "Article 19" "43" "GUE/NGL" "RCV" "-" "96" 549 15 0
"509" 509 16 14 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "Article 22, § 1" "27cp" "PPE-DE" "RCV" "-" "269" 367 22 0
"510" 510 16 15 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "Article 22, § 1a, point a)-c)" "27cp" "PPE-DE" "RCV" "-" "270" 360 23 0
