"Vote.Id" "Order" "X" "Date" "Title" "Procedure" "Leg.NonLeg" "Type.of.Vote" "Rule" "Rapporteur" "Link" "Committee" "Policy.Area" "Part.no" "Subject" "Am.no" "Author" "RCV" "Result" "Yaes" "Nays" "Abstentions" "Excluded"
"5839" 5840 18 1 "23.04.2009" "2007 discharge: European Ombudsman" "" "Non" "Report" "s" "Bo SØNDERGAARD " "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "CONT" "Budgetary control" "" "" "single vote" "0" "RCV" "+" "581" 12 42 0
"5840" 5841 18 1 "23.04.2009" "2007 discharge: European Data Protection Supervisor" "" "Non" "Report" "s" "Bo SØNDERGAARD " "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "CONT" "Budgetary control" "" "" "single vote" "0" "RCV" "+" "577" 11 42 0
"5841" 5842 18 1 "23.04.2009" "2007 discharge: EUROJUST" "" "Non" "Report" "s" "FJELLNER " "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "CONT" "Budgetary control" "" "" "single vote" "0" "RCV" "+" "577" 38 17 0
"5842" 5843 18 1 "23.04.2009" "2007 discharge: European Medicines Agency" "" "Non" "Report" "s" "FJELLNER " "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "CONT" "Budgetary control" "" "" "single vote" "0" "RCV" "+" "582" 13 40 0
"5843" 5844 18 1 "23.04.2009" "2007 discharge: European Aviation Safety Agency" "" "Non" "Report" "s" "FJELLNER " "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "CONT" "Budgetary control" "" "" "single vote" "0" "RCV" "+" "582" 32 21 0
"5844" 5845 18 1 "23.04.2009" "2007 discharge: FRONTEX" "" "Non" "Report" "s" "FJELLNER " "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "CONT" "Budgetary control" "" "" "single vote" "0" "RCV" "+" "568" 20 41 0
"5845" 5846 18 1 "23.04.2009" "2007 discharge: European Centre for Disease Prevention and Control" "" "Non" "Report" "s" "FJELLNER " "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "CONT" "Budgetary control" "" "" "single vote" "0" "RCV" "+" "583" 11 41 0
"5846" 5847 18 1 "23.04.2009" "2007 discharge: European Monitoring Centre for Drugs and Drug Addiction" "" "Non" "Report" "s" "FJELLNER " "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "CONT" "Budgetary control" "" "" "single vote" "0" "RCV" "+" "581" 12 39 0
"5847" 5848 18 1 "23.04.2009" "2007 discharge: European Centre for the Development of Vocational Training (Cedefop)" "" "Non" "Report" "s" "FJELLNER " "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "CONT" "Budgetary control" "" "" "single vote" "0" "RCV" "+" "577" 14 41 0
"5848" 5849 18 1 "23.04.2009" "2007 discharge: Translation Centre for the Bodies of the European Union" "" "Non" "Report" "s" "FJELLNER " "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "CONT" "Budgetary control" "" "" "single vote" "0" "RCV" "+" "582" 13 38 0
"5849" 5850 18 1 "23.04.2009" "2007 discharge: EU general budget – Council" "" "Non" "Report" "s" "Bo SØNDERGAARD" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "CONT" "Budgetary control" "" "" "single vote" "0" "RCV" "+" "571" 41 21 0
"5850" 5851 18 1 "23.04.2009" "Financial management and control of EU agencies" "" "Non" "Report" "s" "FJELLNER " "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "CONT" "Budgetary control" "" "" "single vote" "0" "RCV" "+" "591" 13 24 0
"5851" 5852 18 1 "23.04.2009" "Common rules for access to the international market for coach and bus services (recast)" "***II" "Leg" "Recommendation for second reading:(qualified majority)" "q" "GROSCH" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "10-Jan" "" "Amendments by the 
committee responsible – collective vote" "0" "RCV" "+" "599" 15 19 0
"5852" 5853 18 1 "23.04.2009" "Common rules concerning the conditions to be complied with to pursue the occupation of road transport operator" "***II" "Leg" "Recommendation for second reading:(qualified majority)" "q" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "21-Jan" "" "Amendments by the 
committee responsible – collective vote" "committee" "RCV" "+" "601" 14 20 0
"5853" 5854 18 1 "23.04.2009" "Common rules for access to the international road haulage market (recast)" "***II" "Leg" "Recommendation for second reading:(qualified majority)" "q" "GROSCH" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "12-Feb" "" "Amendments by the committee responsible – collective vote" "committee" "RCV" "+" "610" 21 5 0
"5854" 5855 18 2 "23.04.2009" "Common rules for access to the international road haulage market (recast)" "***II" "Leg" "Recommendation for second reading:(qualified majority)" "s" "GROSCH" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "15" "" "Article 8, § 2, subpara. 1" "ALDE" "RCV" "-" "140" 485 6 0
"5855" 5856 18 3 "23.04.2009" "Common rules for access to the international road haulage market (recast)" "***II" "Leg" "Recommendation for second reading:(qualified majority)" "s" "GROSCH" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "16" "" "Article 8, § 2, subpara. 2" "ALDE" "RCV" "-" "137" 487 7 0
"5856" 5857 18 4 "23.04.2009" "Common rules for access to the international road haulage market (recast)" "***II" "Leg" "Recommendation for second reading:(qualified majority)" "s" "GROSCH" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "17" "" "Article 8, after § 2" "ALDE" "RCV" "-" "121" 497 18 0
"5857" 5858 18 5 "23.04.2009" "Common rules for access to the international road haulage market (recast)" "***II" "Leg" "Recommendation for second reading:(qualified majority)" "s" "GROSCH" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "18" "" "Article 19, § 2" "ALDE" "RCV" "-" "108" 485 40 0
"5858" 5859 18 6 "23.04.2009" "Common rules for access to the international road haulage market (recast)" "***II" "Leg" "Recommendation for second reading:(qualified majority)" "s" "GROSCH" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "13" "" "Article 19, § 2" "committee" "RCV" "+" "540" 75 18 0
"5859" 5860 18 7 "23.04.2009" "Common rules for access to the international road haulage market (recast)" "***II" "Leg" "Recommendation for second reading:(qualified majority)" "s" "GROSCH" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "14" "" "After recital 5" "ALDE" "RCV" "-" "113" 479 36 0
"5860" 5861 18 8 "23.04.2009" "Common rules for access to the international road haulage market (recast)" "***II" "Leg" "Recommendation for second reading:(qualified majority)" "s" "GROSCH" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "1" "1" "After recital 5" "committee" "RCV" "+" "573" 40 17 0
"5861" 5862 18 9 "23.04.2009" "Common rules for access to the international road haulage market (recast)" "***II" "Leg" "Recommendation for second reading:(qualified majority)" "s" "GROSCH" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "1" "2" "After recital 5" "committee" "RCV" "+" "457" 158 11 0
"5862" 5863 18 1 "23.04.2009" "Energy performance of buildings" "***I" "Leg" "Report" "s" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ITRE" "Industry, research & energy" "43" "" "Amendments by the committee responsible – collective vote" "committee" "RCV" "+" "347" 259 17 0
"5863" 5864 18 2 "23.04.2009" "Energy performance of buildings" "***I" "Leg" "Report" "s" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ITRE" "Industry, research & energy" "40" "2" "Article 2, point 6" "committee" "RCV" "+" "361" 250 11 0
"5864" 5865 18 3 "23.04.2009" "Energy performance of buildings" "***I" "Leg" "Report" "s" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ITRE" "Industry, research & energy" "99" "" "Article 2, point 10" "Verts/ALE" "RCV" "-" "93" 526 6 0
"5865" 5866 18 4 "23.04.2009" "Energy performance of buildings" "***I" "Leg" "Report" "s" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ITRE" "Industry, research & energy" "102" "1" "Article 9, title and § 1" "Verts/ALE" "RCV" "+" "329" 288 6 0
"5866" 5867 18 5 "23.04.2009" "Energy performance of buildings" "***I" "Leg" "Report" "s" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ITRE" "Industry, research & energy" "102" "2" "Article 9, title and § 1" "Verts/ALE" "RCV" "-" "172" 425 10 0
"5867" 5868 18 6 "23.04.2009" "Energy performance of buildings" "***I" "Leg" "Report" "s" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ITRE" "Industry, research & energy" "102" "3" "Article 9, title and § 1" "Verts/ALE" "RCV" "-" "96" 516 6 0
"5868" 5869 18 7 "23.04.2009" "Energy performance of buildings" "***I" "Leg" "Report" "s" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ITRE" "Industry, research & energy" "102" "4" "Article 9, title and § 1" "Verts/ALE" "RCV" "+" "327" 288 8 0
"5869" 5870 18 8 "23.04.2009" "Energy performance of buildings" "***I" "Leg" "Report" "s" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ITRE" "Industry, research & energy" "95=110=120" "1" "After Article 9" "ALDE, PSE,PPE-DE, PSE" "RCV" "+" "592" 16 16 0
"5870" 5871 18 9 "23.04.2009" "Energy performance of buildings" "***I" "Leg" "Report" "s" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ITRE" "Industry, research & energy" "95=110=120" "2" "After Article 9" "ALDE, PSE,PPE-DE, PSE" "RCV" "+" "494" 112 14 0
"5871" 5872 18 10 "23.04.2009" "Energy performance of buildings" "***I" "Leg" "Report" "s" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ITRE" "Industry, research & energy" "103" "" "Article 10, § 3" "Verts/ALE" "RCV" "+" "330" 284 9 0
"5872" 5873 18 11 "23.04.2009" "Energy performance of buildings" "***I" "Leg" "Report" "s" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ITRE" "Industry, research & energy" "104" "2" "After annex 3" "Verts/ALE" "RCV" "-" "86" 518 6 0
"5873" 5874 18 12 "23.04.2009" "Energy performance of buildings" "***I" "Leg" "Report" "s" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ITRE" "Industry, research & energy" "" "" "Vote: amended proposal" "0" "RCV" "+" "541" 55 28 0
"5874" 5875 18 13 "23.04.2009" "Energy performance of buildings" "***I" "Leg" "Report" "s" "?IC?U" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ITRE" "Industry, research & energy" "" "" "Vote: legislative resolution" "0" "RCV" "+" "549" 51 26 0
"5875" 5876 18 1 "23.04.2009" "Credit Rating Agencies" "***I" "Leg" "Report" "s" "GAUZÈS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ECON" "Economics" "" "" "Vote: legislative resolution" "0" "RCV" "+" "569" 47 4 0
"5876" 5877 18 1 "23.04.2009" "Rights of passengers when travelling by sea and inland waterway" "***I" "Leg" "Report" "s" "TEYCHENNÉ" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "" "" "Vote: legislative resolution" "0" "RCV" "+" "587" 8 19 0
"5877" 5878 18 1 "23.04.2009" "Rights of passengers in bus and coach transport" "***I" "Leg" "Report" "s" "ALBERTINI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "11=76=" "" "Article 1, § 3" "committee  Verts/ALE" "RCV" "-" "289" 309 13 0
"5878" 5879 18 2 "23.04.2009" "Rights of passengers in bus and coach transport" "***I" "Leg" "Report" "s" "ALBERTINI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "77" "" "Article 3, after point 8" "Verts/ALE" "RCV" "-" "292" 309 13 0
"5879" 5880 18 3 "23.04.2009" "Rights of passengers in bus and coach transport" "***I" "Leg" "Report" "s" "ALBERTINI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "79" "" "Article 26, § 1" "Verts/ALE" "RCV" "-" "98" 494 13 0
"5880" 5881 18 4 "23.04.2009" "Rights of passengers in bus and coach transport" "***I" "Leg" "Report" "s" "ALBERTINI" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "" "" "Vote: legislative resolution" "0" "RCV" "+" "557" 30 23 0
"5881" 5882 18 1 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "25=30=79=" "" "Proposal to reject the Commission proposal" "Verts/ALE;GUE/NGL, ALDE ao" "RCV" "-" "222" 370 10 0
"5882" 5883 18 2 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "31D" "" "Article 3, § 1, sentence 2" "GUE/NGL" "RCV" "-" "205" 389 10 0
"5883" 5884 18 3 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "21= 26=" "" "Article 3, § 1, sentence 2" "Verts/ALE, GUE/NGL" "RCV" "-" "156" 430 16 0
"5884" 5885 18 4 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "81" "" "Article 3, § 1, sentence 2" "ALDE" "RCV" "-" "75" 517 13 0
"5885" 5886 18 5 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "32D" "" "Article 3, § 2, sentence 2 and 3" "GUE/NGL" "RCV" "-" "209" 384 11 0
"5886" 5887 18 6 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "33D" "" "Article 10, § 5" "GUE/NGL" "RCV" "-" "187" 395 28 0
"5887" 5888 18 7 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "21= 27=" "" "Article 10, § 5" "Verts/ALE, GUE/NGL" "RCV" "-" "142" 440 20 0
"5888" 5889 18 8 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "23CP=D;28CP=D;69=D" "" "Article 10a, § 5" "Verts/ALE, GUE/NGL, UEN, PPE-DE, PSE" "RCV" "+" "505" 76 20 0
"5889" 5890 18 9 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "23CP=D;28CP=D; 70=D" "" "Article 10a, § 6, subpara. 1" "Verts/ALE, GUE/NGL, UEN, PPE-DE, PSE" "RCV" "+" "566" 15 21 0
"5890" 5891 18 10 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "23CP=28CP=" "" "Article 10a, § 6, subpara. 2" "Verts/ALE, GUE/NGL" "RCV" "-" "213" 378 16 0
"5891" 5892 18 11 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "75" "" "After Article 1" " UEN, PPE-DE, PSE" "RCV" "+" "487" 98 15 0
"5892" 5893 18 12 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "34D" "" "Recital 7" "GUE/NGL" "RCV" "-" "209" 391 9 0
"5893" 5894 18 13 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "" "" "Vote: legislative resolution" "0" "RCV" "+" "387" 152 60 0
"5894" 5895 18 14 "23.04.2009" "Term of protection of copyright and related rights" "***I" "Leg" "Report" "s" "CROWLEY" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "JURI" "Juridical affairs" "" "" "Vote: legislative resolution" "0" "RCV" "+" "377" 178 37 0
"5895" 5896 18 1 "23.04.2009" "Intelligent Transport Systems in the field of road transport and interfaces with other transport modes" "***I" "Leg" "Report" "s" "JENSEN" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "" "" "Vote: legislative resolution" "0" "RCV" "+" "529" 42 16 0
"5896" 5897 18 1 "23.04.2009" "Second 'Marco Polo' programme" "***I" "Leg" "Report" "s" "STOCKMANN" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "24" "" "Annex I, point 4" "committee" "RCV" "-" "179" 407 3 0
"5897" 5898 18 2 "23.04.2009" "Second 'Marco Polo' programme" "***I" "Leg" "Report" "s" "STOCKMANN" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "28" "" "Annex I, point 4" "committee" "RCV" "+" "569" 15 8 0
"5898" 5899 18 3 "23.04.2009" "Second 'Marco Polo' programme" "***I" "Leg" "Report" "s" "STOCKMANN" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "" "" "Vote: legislative resolution" "0" "RCV" "+" "581" 7 5 0
"5899" 5900 18 1 "23.04.2009" "European rail network for competitive freight" "***I" "Leg" "Report" "s" "DUCHO?" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "TRAN" "Transport & tourism" "" "" "Vote: legislative resolution" "0" "RCV" "+" "532" 19 42 0
"5900" 5901 18 1 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "158" "" "Proposal to reject the common position" "GUE/NGL" "RCV" "-" "129" 452 8 0
"5901" 5902 18 2 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "67" "" "Amendments by the committee responsible - separate votes" "committee" "RCV" "-" "35" 543 15 0
"5902" 5903 18 3 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "160" "" "Article 1" "GUE/NGL" "RCV" "-" "136" 429 18 0
"5903" 5904 18 4 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "120" "" "Article 1, after § 1" "IND/DEM" "RCV" "-" "106" 484 5 0
"5904" 5905 18 5 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "165" "" "Article 1, after § 1" "GUE/NGL" "RCV" "-" "140" 443 13 0
"5905" 5906 18 6 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "83" "" "Article 2" "committee" "RCV" "+" "365" 226 7 0
"5906" 5907 18 7 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "121" "" "Article 2" "IND/DEM" "RCV" "-" "80" 500 13 0
"5907" 5908 18 8 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "137" "" "Article 3, § 1, after point e" "ALDE" "RCV" "+" "541" 42 12 0
"5908" 5909 18 9 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "138" "" "Article 3, § 1, after point e" "ALDE" "RCV" "+" "350" 235 13 0
"5909" 5910 18 10 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "139" "" "Article 3, § 1, after point e" "ALDE" "RCV" "+" "345" 232 10 0
"5910" 5911 18 11 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "161D" "" "Article 3, § 2" "GUE/NGL" "RCV" "-" "92" 487 20 0
"5911" 5912 18 12 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "117=128=" "" "Article 3, § 2" "PSE, Verts/ALE" "RCV" "+" "503" 88 6 0
"5912" 5913 18 13 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "141" "" "Article 4, after point 3" "ALDE" "RCV" "+" "309" 280 8 0
"5913" 5914 18 14 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "122" "" "Article 5" "IND/DEM" "RCV" "-" "84" 487 21 0
"5914" 5915 18 15 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "140" "" "Article 5" "ALDE" "RCV" "+" "333" 236 19 0
"5915" 5916 18 16 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "162CP" "" "Article 6, § 1" "GUE/NGL" "RCV" "-" "73" 512 10 0
"5916" 5917 18 17 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "162CP" "" "Article 6, § 2" "GUE/NGL" "RCV" "-" "88" 487 16 0
"5917" 5918 18 18 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "123" "" "Article 6, § 2" "IND/DEM" "RCV" "-" "67" 498 21 0
"5918" 5919 18 19 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "162CP" "" "Article 6, after § 2" "GUE/NGL" "RCV" "-" "80" 495 15 0
"5919" 5920 18 20 "23.04.2009" "Patients' rights in cross-border healthcare" "***I" "Leg" "Report" "s" "BOWIS" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20090423&secondRef=TOC" "ENVI" "Environment & public health" "162CP" "" "Article 6, § 4" "GUE/NGL" "RCV" "-" "85" 488 14 0
